month,city,sales_channel,category_l1,category_l2,customer_type,promotion_type,paying_customers,paid_orders,units_sold,gmv
2025-01,北辰市,自营小程序,厨房用品,烹饪器具,老客户,优惠券,32,42,59,3678.65
2025-01,北辰市,自营小程序,厨房用品,烹饪器具,老客户,平台大促,18,24,34,1946.16
2025-01,北辰市,自营小程序,厨房用品,烹饪器具,老客户,会员优惠,32,41,58,3529.30
2025-01,北辰市,自营小程序,厨房用品,餐厨工具,老客户,无促销,96,126,180,5769.00
2025-01,北辰市,自营小程序,厨房用品,餐厨工具,老客户,优惠券,28,36,51,1522.86
2025-01,北辰市,自营小程序,厨房用品,餐厨工具,老客户,平台大促,16,21,29,796.05
2025-01,北辰市,自营小程序,厨房用品,餐厨工具,老客户,会员优惠,29,37,53,1543.89
2025-01,北辰市,自营小程序,收纳用品,衣物收纳,新客户,无促销,98,108,166,6779.44
2025-01,北辰市,自营小程序,收纳用品,衣物收纳,新客户,优惠券,29,32,50,1924.50
2025-01,北辰市,自营小程序,收纳用品,衣物收纳,新客户,平台大促,16,17,26,902.72
2025-01,北辰市,自营小程序,收纳用品,衣物收纳,新客户,会员优惠,18,20,31,1166.84
2025-01,北辰市,自营小程序,收纳用品,空间整理,新客户,无促销,87,96,146,8076.72
2025-01,北辰市,自营小程序,收纳用品,空间整理,新客户,优惠券,25,27,42,2121.00
2025-01,北辰市,自营小程序,收纳用品,空间整理,新客户,平台大促,14,15,23,1070.42
2025-01,北辰市,自营小程序,收纳用品,空间整理,新客户,会员优惠,16,17,27,1344.06
2025-01,北辰市,自营小程序,收纳用品,衣物收纳,老客户,无促销,86,112,175,7147.00
2025-01,北辰市,自营小程序,收纳用品,衣物收纳,老客户,优惠券,25,32,50,1924.50
2025-01,北辰市,自营小程序,收纳用品,衣物收纳,老客户,平台大促,14,18,28,972.16
2025-01,北辰市,自营小程序,收纳用品,衣物收纳,老客户,会员优惠,26,34,52,1957.28
2025-01,北辰市,自营小程序,收纳用品,空间整理,老客户,无促销,76,98,149,8242.68
2025-01,北辰市,自营小程序,收纳用品,空间整理,老客户,优惠券,22,29,45,2272.50
2025-01,北辰市,自营小程序,收纳用品,空间整理,老客户,平台大促,12,16,25,1163.50
2025-01,北辰市,自营小程序,收纳用品,空间整理,老客户,会员优惠,23,30,46,2289.88
2025-01,北辰市,自营小程序,清洁用品,清洁工具,新客户,无促销,120,132,224,8422.40
2025-01,北辰市,自营小程序,清洁用品,清洁工具,新客户,优惠券,35,38,63,2193.66
2025-01,北辰市,自营小程序,清洁用品,清洁工具,新客户,平台大促,20,22,37,1164.39
2025-01,北辰市,自营小程序,清洁用品,清洁工具,新客户,会员优惠,22,24,40,1361.20
2025-01,北辰市,自营小程序,清洁用品,家居耗材,新客户,无促销,106,116,193,4761.31
2025-01,北辰市,自营小程序,清洁用品,家居耗材,新客户,优惠券,31,34,57,1312.14
2025-01,北辰市,自营小程序,清洁用品,家居耗材,新客户,平台大促,17,18,30,622.80
2025-01,北辰市,自营小程序,清洁用品,家居耗材,新客户,会员优惠,19,21,36,811.80
2025-01,北辰市,自营小程序,清洁用品,清洁工具,老客户,无促销,99,129,213,8008.80
2025-01,北辰市,自营小程序,清洁用品,清洁工具,老客户,优惠券,29,38,65,2263.30
2025-01,北辰市,自营小程序,清洁用品,清洁工具,老客户,平台大促,16,21,35,1101.45
2025-01,北辰市,自营小程序,清洁用品,清洁工具,老客户,会员优惠,30,39,66,2245.98
2025-01,北辰市,自营小程序,清洁用品,家居耗材,老客户,无促销,88,116,198,4884.66
2025-01,北辰市,自营小程序,清洁用品,家居耗材,老客户,优惠券,26,34,58,1335.16
2025-01,北辰市,自营小程序,清洁用品,家居耗材,老客户,平台大促,14,18,30,622.80
2025-01,北辰市,自营小程序,清洁用品,家居耗材,老客户,会员优惠,26,33,55,1240.25
2025-01,北辰市,自营小程序,小家电,厨房小电,新客户,无促销,89,97,107,22724.66
2025-01,北辰市,自营小程序,小家电,厨房小电,新客户,优惠券,26,28,32,6438.08
2025-01,北辰市,自营小程序,小家电,厨房小电,新客户,平台大促,15,16,18,3210.84
2025-01,北辰市,自营小程序,小家电,厨房小电,新客户,会员优惠,16,17,19,3701.20
2025-01,北辰市,自营小程序,小家电,生活电器,新客户,无促销,79,87,98,16232.72
2025-01,北辰市,自营小程序,小家电,生活电器,新客户,优惠券,23,25,28,4321.24
2025-01,北辰市,自营小程序,小家电,生活电器,新客户,平台大促,13,14,16,2234.72
2025-01,北辰市,自营小程序,小家电,生活电器,新客户,会员优惠,14,15,17,2541.50
2025-01,北辰市,自营小程序,小家电,厨房小电,老客户,无促销,75,98,109,23149.42
2025-01,北辰市,自营小程序,小家电,厨房小电,老客户,优惠券,22,28,31,6236.89
2025-01,北辰市,自营小程序,小家电,厨房小电,老客户,平台大促,12,16,18,3210.84
2025-01,北辰市,自营小程序,小家电,厨房小电,老客户,会员优惠,22,29,33,6428.40
2025-01,北辰市,自营小程序,小家电,生活电器,老客户,无促销,67,89,100,16564.00
2025-01,北辰市,自营小程序,小家电,生活电器,老客户,优惠券,20,26,29,4475.57
2025-01,北辰市,自营小程序,小家电,生活电器,老客户,平台大促,11,14,16,2234.72
2025-01,北辰市,自营小程序,小家电,生活电器,老客户,会员优惠,20,27,31,4634.50
2025-01,北辰市,第三方平台,厨房用品,烹饪器具,新客户,无促销,99,109,153,10944.09
2025-01,北辰市,第三方平台,厨房用品,烹饪器具,新客户,优惠券,29,32,45,2995.20
2025-01,北辰市,第三方平台,厨房用品,烹饪器具,新客户,平台大促,16,17,25,1487.50
2025-01,北辰市,第三方平台,厨房用品,烹饪器具,新客户,会员优惠,18,20,28,1812.72
2025-01,北辰市,第三方平台,厨房用品,餐厨工具,新客户,无促销,88,96,136,4588.64
2025-01,北辰市,第三方平台,厨房用品,餐厨工具,新客户,优惠券,26,29,41,1304.62
2025-01,北辰市,第三方平台,厨房用品,餐厨工具,新客户,平台大促,14,15,21,602.28
2025-01,北辰市,第三方平台,厨房用品,餐厨工具,新客户,会员优惠,16,18,26,804.44
2025-01,北辰市,第三方平台,厨房用品,烹饪器具,老客户,无促销,87,112,160,11444.80
2025-01,北辰市,第三方平台,厨房用品,烹饪器具,老客户,优惠券,26,34,49,3261.44
2025-01,北辰市,第三方平台,厨房用品,烹饪器具,老客户,平台大促,14,19,27,1606.50
2025-01,北辰市,第三方平台,厨房用品,烹饪器具,老客户,会员优惠,26,34,48,3107.52
2025-01,北辰市,第三方平台,厨房用品,餐厨工具,老客户,无促销,78,100,143,4824.82
2025-01,北辰市,第三方平台,厨房用品,餐厨工具,老客户,优惠券,23,31,45,1431.90
2025-01,北辰市,第三方平台,厨房用品,餐厨工具,老客户,平台大促,13,17,24,688.32
2025-01,北辰市,第三方平台,厨房用品,餐厨工具,老客户,会员优惠,23,30,42,1299.48
2025-01,北辰市,第三方平台,收纳用品,衣物收纳,新客户,无促销,82,90,140,5985.00
2025-01,北辰市,第三方平台,收纳用品,衣物收纳,新客户,优惠券,24,26,40,1592.00
2025-01,北辰市,第三方平台,收纳用品,衣物收纳,新客户,平台大促,13,14,22,803.00
2025-01,北辰市,第三方平台,收纳用品,衣物收纳,新客户,会员优惠,15,16,25,974.50
2025-01,北辰市,第三方平台,收纳用品,空间整理,新客户,无促销,72,80,122,7015.00
2025-01,北辰市,第三方平台,收纳用品,空间整理,新客户,优惠券,21,23,36,1918.44
2025-01,北辰市,第三方平台,收纳用品,空间整理,新客户,平台大促,12,13,20,960.60
2025-01,北辰市,第三方平台,收纳用品,空间整理,新客户,会员优惠,13,14,22,1147.96
2025-01,北辰市,第三方平台,收纳用品,衣物收纳,老客户,无促销,73,95,148,6327.00
2025-01,北辰市,第三方平台,收纳用品,衣物收纳,老客户,优惠券,21,27,42,1671.60
2025-01,北辰市,第三方平台,收纳用品,衣物收纳,老客户,平台大促,12,16,24,876.00
2025-01,北辰市,第三方平台,收纳用品,衣物收纳,老客户,会员优惠,22,29,45,1754.10
2025-01,北辰市,第三方平台,收纳用品,空间整理,老客户,无促销,64,84,131,7532.50
2025-01,北辰市,第三方平台,收纳用品,空间整理,老客户,优惠券,19,25,39,2078.31
2025-01,北辰市,第三方平台,收纳用品,空间整理,老客户,平台大促,11,14,22,1056.66
2025-01,北辰市,第三方平台,收纳用品,空间整理,老客户,会员优惠,19,25,38,1982.84
2025-01,北辰市,第三方平台,清洁用品,清洁工具,新客户,无促销,96,105,180,6976.80
2025-01,北辰市,第三方平台,清洁用品,清洁工具,新客户,优惠券,28,30,50,1824.00
2025-01,北辰市,第三方平台,清洁用品,清洁工具,新客户,平台大促,16,18,30,985.80
2025-01,北辰市,第三方平台,清洁用品,清洁工具,新客户,会员优惠,17,19,32,1127.04
2025-01,北辰市,第三方平台,清洁用品,家居耗材,新客户,无促销,85,94,158,4108.00
2025-01,北辰市,第三方平台,清洁用品,家居耗材,新客户,优惠券,25,28,46,1108.60
2025-01,北辰市,第三方平台,清洁用品,家居耗材,新客户,平台大促,14,15,26,557.96
2025-01,北辰市,第三方平台,清洁用品,家居耗材,新客户,会员优惠,16,18,30,697.50
2025-01,北辰市,第三方平台,清洁用品,清洁工具,老客户,无促销,84,110,185,7170.60
2025-01,北辰市,第三方平台,清洁用品,清洁工具,老客户,优惠券,25,33,55,2006.40
2025-01,北辰市,第三方平台,清洁用品,清洁工具,老客户,平台大促,14,19,32,1051.52
2025-01,北辰市,第三方平台,清洁用品,清洁工具,老客户,会员优惠,25,33,56,1972.32
2025-01,北辰市,第三方平台,清洁用品,家居耗材,老客户,无促销,75,98,167,4342.00
2025-01,北辰市,第三方平台,清洁用品,家居耗材,老客户,优惠券,22,29,50,1205.00
2025-01,北辰市,第三方平台,清洁用品,家居耗材,老客户,平台大促,12,16,26,557.96
2025-01,北辰市,第三方平台,清洁用品,家居耗材,老客户,会员优惠,22,28,47,1092.75
2025-01,北辰市,第三方平台,小家电,厨房小电,新客户,无促销,69,76,85,19132.65
2025-01,北辰市,第三方平台,小家电,厨房小电,新客户,优惠券,21,23,26,5464.94
2025-01,北辰市,第三方平台,小家电,厨房小电,新客户,平台大促,11,12,13,2456.61
2025-01,北辰市,第三方平台,小家电,厨房小电,新客户,会员优惠,13,14,16,3278.08
2025-01,北辰市,第三方平台,小家电,生活电器,新客户,无促销,62,68,75,13202.25
2025-01,北辰市,第三方平台,小家电,生活电器,新客户,优惠券,18,20,23,3704.61
2025-01,北辰市,第三方平台,小家电,生活电器,新客户,平台大促,10,11,12,1759.56
2025-01,北辰市,第三方平台,小家电,生活电器,新客户,会员优惠,11,12,13,2058.03
2025-01,北辰市,第三方平台,小家电,厨房小电,老客户,无促销,64,84,95,21383.55
2025-01,北辰市,第三方平台,小家电,厨房小电,老客户,优惠券,19,25,28,5885.32
2025-01,北辰市,第三方平台,小家电,厨房小电,老客户,平台大促,10,13,14,2645.58
2025-01,北辰市,第三方平台,小家电,厨房小电,老客户,会员优惠,19,25,28,5736.64
2025-01,北辰市,第三方平台,小家电,生活电器,老客户,无促销,56,74,82,14434.46
2025-01,北辰市,第三方平台,小家电,生活电器,老客户,优惠券,17,23,25,4026.75
2025-01,北辰市,第三方平台,小家电,生活电器,老客户,平台大促,9,12,13,1906.19
2025-01,北辰市,第三方平台,小家电,生活电器,老客户,会员优惠,17,22,25,3957.75
2025-01,云岭市,自营App,厨房用品,烹饪器具,新客户,无促销,166,180,253,17335.56
2025-01,云岭市,自营App,厨房用品,烹饪器具,新客户,优惠券,49,55,78,5008.38
2025-01,云岭市,自营App,厨房用品,烹饪器具,新客户,平台大促,27,30,42,2408.28
2025-01,云岭市,自营App,厨房用品,烹饪器具,新客户,会员优惠,30,33,48,3030.72
2025-01,云岭市,自营App,厨房用品,餐厨工具,新客户,无促销,147,162,233,7740.26
2025-01,云岭市,自营App,厨房用品,餐厨工具,新客户,优惠券,44,49,70,2147.60
2025-01,云岭市,自营App,厨房用品,餐厨工具,新客户,平台大促,24,27,39,1084.20
2025-01,云岭市,自营App,厨房用品,餐厨工具,新客户,会员优惠,27,29,41,1237.79
2025-01,云岭市,自营App,厨房用品,烹饪器具,老客户,无促销,137,180,257,17609.64
2025-01,云岭市,自营App,厨房用品,烹饪器具,老客户,优惠券,40,52,73,4687.33
2025-01,云岭市,自营App,厨房用品,烹饪器具,老客户,平台大促,22,29,41,2350.94
2025-01,云岭市,自营App,厨房用品,烹饪器具,老客户,会员优惠,41,53,74,4672.36
2025-01,云岭市,自营App,厨房用品,餐厨工具,老客户,无促销,121,158,224,7441.28
2025-01,云岭市,自营App,厨房用品,餐厨工具,老客户,优惠券,36,47,67,2055.56
2025-01,云岭市,自营App,厨房用品,餐厨工具,老客户,平台大促,20,26,36,1000.80
2025-01,云岭市,自营App,厨房用品,餐厨工具,老客户,会员优惠,36,47,67,2022.73
2025-01,云岭市,自营App,收纳用品,衣物收纳,新客户,无促销,131,143,218,9084.06
2025-01,云岭市,自营App,收纳用品,衣物收纳,新客户,优惠券,39,42,65,2554.50
2025-01,云岭市,自营App,收纳用品,衣物收纳,新客户,平台大促,21,24,37,1300.92
2025-01,云岭市,自营App,收纳用品,衣物收纳,新客户,会员优惠,24,26,41,1562.92
2025-01,云岭市,自营App,收纳用品,空间整理,新客户,无促销,116,126,193,10752.03
2025-01,云岭市,自营App,收纳用品,空间整理,新客户,优惠券,34,37,57,2964.57
2025-01,云岭市,自营App,收纳用品,空间整理,新客户,平台大促,19,21,32,1509.12
2025-01,云岭市,自营App,收纳用品,空间整理,新客户,会员优惠,21,23,35,1775.90
2025-01,云岭市,自营App,收纳用品,衣物收纳,老客户,无促销,109,143,221,9209.07
2025-01,云岭市,自营App,收纳用品,衣物收纳,老客户,优惠券,32,42,64,2515.20
2025-01,云岭市,自营App,收纳用品,衣物收纳,老客户,平台大促,18,23,35,1230.60
2025-01,云岭市,自营App,收纳用品,衣物收纳,老客户,会员优惠,32,42,66,2515.92
2025-01,云岭市,自营App,收纳用品,空间整理,老客户,无促销,96,128,199,11086.29
2025-01,云岭市,自营App,收纳用品,空间整理,老客户,优惠券,28,36,55,2860.55
2025-01,云岭市,自营App,收纳用品,空间整理,老客户,平台大促,16,21,33,1556.28
2025-01,云岭市,自营App,收纳用品,空间整理,老客户,会员优惠,29,38,60,3044.40
2025-01,云岭市,自营App,清洁用品,清洁工具,新客户,无促销,157,174,295,11301.45
2025-01,云岭市,自营App,清洁用品,清洁工具,新客户,优惠券,46,50,84,2998.80
2025-01,云岭市,自营App,清洁用品,清洁工具,新客户,平台大促,26,29,48,1542.24
2025-01,云岭市,自营App,清洁用品,清洁工具,新客户,会员优惠,28,31,52,1777.36
2025-01,云岭市,自营App,清洁用品,家居耗材,新客户,无促销,139,154,261,6504.12
2025-01,云岭市,自营App,清洁用品,家居耗材,新客户,优惠券,41,45,74,1733.82
2025-01,云岭市,自营App,清洁用品,家居耗材,新客户,平台大促,23,25,42,871.92
2025-01,云岭市,自营App,清洁用品,家居耗材,新客户,会员优惠,25,27,45,1012.95
2025-01,云岭市,自营App,清洁用品,清洁工具,老客户,无促销,129,167,278,10650.18
2025-01,云岭市,自营App,清洁用品,清洁工具,老客户,优惠券,38,49,81,2891.70
2025-01,云岭市,自营App,清洁用品,清洁工具,老客户,平台大促,21,28,47,1510.11
2025-01,云岭市,自营App,清洁用品,清洁工具,老客户,会员优惠,38,50,83,2836.94
2025-01,云岭市,自营App,清洁用品,家居耗材,老客户,无促销,115,150,254,6329.68
2025-01,云岭市,自营App,清洁用品,家居耗材,老客户,优惠券,34,45,76,1780.68
2025-01,云岭市,自营App,清洁用品,家居耗材,老客户,平台大促,19,25,42,871.92
2025-01,云岭市,自营App,清洁用品,家居耗材,老客户,会员优惠,34,45,76,1710.76
2025-01,云岭市,自营App,小家电,厨房小电,新客户,无促销,114,128,146,32349.22
2025-01,云岭市,自营App,小家电,厨房小电,新客户,优惠券,34,37,42,8612.94
2025-01,云岭市,自营App,小家电,厨房小电,新客户,平台大促,19,21,24,4462.80
2025-01,云岭市,自营App,小家电,厨房小电,新客户,会员优惠,20,22,25,5028.00
2025-01,云岭市,自营App,小家电,生活电器,新客户,无促销,101,110,124,21189.12
2025-01,云岭市,自营App,小家电,生活电器,新客户,优惠券,30,33,37,5787.17
2025-01,云岭市,自营App,小家电,生活电器,新客户,平台大促,16,17,19,2687.17
2025-01,云岭市,自营App,小家电,生活电器,新客户,会员优惠,18,20,22,3420.78
2025-01,云岭市,自营App,小家电,厨房小电,老客户,无促销,94,123,136,30133.52
2025-01,云岭市,自营App,小家电,厨房小电,老客户,优惠券,28,37,41,8407.87
2025-01,云岭市,自营App,小家电,厨房小电,老客户,平台大促,15,19,22,4090.90
2025-01,云岭市,自营App,小家电,厨房小电,老客户,会员优惠,28,36,41,8245.92
2025-01,云岭市,自营App,小家电,生活电器,老客户,无促销,83,110,122,20847.36
2025-01,云岭市,自营App,小家电,生活电器,老客户,优惠券,25,33,37,5787.17
2025-01,云岭市,自营App,小家电,生活电器,老客户,平台大促,14,18,20,2828.60
2025-01,云岭市,自营App,小家电,生活电器,老客户,会员优惠,25,33,37,5753.13
2025-01,云岭市,自营小程序,厨房用品,烹饪器具,新客户,无促销,110,122,170,11556.60
2025-01,云岭市,自营小程序,厨房用品,烹饪器具,新客户,优惠券,32,35,50,3148.50
2025-01,云岭市,自营小程序,厨房用品,烹饪器具,新客户,平台大促,18,20,29,1647.78
2025-01,云岭市,自营小程序,厨房用品,烹饪器具,新客户,会员优惠,20,22,31,1914.87
2025-01,云岭市,自营小程序,厨房用品,餐厨工具,新客户,无促销,97,108,154,4928.00
2025-01,云岭市,自营小程序,厨房用品,餐厨工具,新客户,优惠券,29,32,46,1373.56
2025-01,云岭市,自营小程序,厨房用品,餐厨工具,新客户,平台大促,16,18,25,683.25
2025-01,云岭市,自营小程序,厨房用品,餐厨工具,新客户,会员优惠,18,20,28,828.52
2025-01,云岭市,自营小程序,厨房用品,烹饪器具,老客户,无促销,95,125,177,12032.46
2025-01,云岭市,自营小程序,厨房用品,烹饪器具,老客户,优惠券,28,36,52,3274.44
2025-01,云岭市,自营小程序,厨房用品,烹饪器具,老客户,平台大促,16,21,30,1704.60
2025-01,云岭市,自营小程序,厨房用品,烹饪器具,老客户,会员优惠,28,37,53,3273.81
2025-01,云岭市,自营小程序,厨房用品,餐厨工具,老客户,无促销,85,111,158,5056.00
2025-01,云岭市,自营小程序,厨房用品,餐厨工具,老客户,优惠券,25,32,46,1373.56
2025-01,云岭市,自营小程序,厨房用品,餐厨工具,老客户,平台大促,14,18,26,710.58
2025-01,云岭市,自营小程序,厨房用品,餐厨工具,老客户,会员优惠,25,32,45,1331.55
2025-01,云岭市,自营小程序,收纳用品,衣物收纳,新客户,无促销,89,97,152,6257.84
2025-01,云岭市,自营小程序,收纳用品,衣物收纳,新客户,优惠券,26,29,45,1732.50
2025-01,云岭市,自营小程序,收纳用品,衣物收纳,新客户,平台大促,14,15,24,829.44
2025-01,云岭市,自营小程序,收纳用品,衣物收纳,新客户,会员优惠,16,18,27,1017.90
2025-01,云岭市,自营小程序,收纳用品,空间整理,新客户,无促销,79,87,133,7239.19
2025-01,云岭市,自营小程序,收纳用品,空间整理,新客户,优惠券,23,25,39,1978.47
2025-01,云岭市,自营小程序,收纳用品,空间整理,新客户,平台大促,13,14,22,1022.12
2025-01,云岭市,自营小程序,收纳用品,空间整理,新客户,会员优惠,14,16,25,1237.25
2025-01,云岭市,自营小程序,收纳用品,衣物收纳,老客户,无促销,78,102,157,6463.69
2025-01,云岭市,自营小程序,收纳用品,衣物收纳,老客户,优惠券,23,31,48,1848.00
2025-01,云岭市,自营小程序,收纳用品,衣物收纳,老客户,平台大促,13,17,26,898.56
2025-01,云岭市,自营小程序,收纳用品,衣物收纳,老客户,会员优惠,23,30,46,1734.20
2025-01,云岭市,自营小程序,收纳用品,空间整理,老客户,无促销,69,90,137,7456.91
2025-01,云岭市,自营小程序,收纳用品,空间整理,老客户,优惠券,21,27,41,2079.93
2025-01,云岭市,自营小程序,收纳用品,空间整理,老客户,平台大促,11,15,24,1115.04
2025-01,云岭市,自营小程序,收纳用品,空间整理,老客户,会员优惠,21,27,41,2029.09
2025-01,云岭市,自营小程序,清洁用品,清洁工具,新客户,无促销,100,111,189,7000.56
2025-01,云岭市,自营小程序,清洁用品,清洁工具,新客户,优惠券,30,33,55,1899.15
2025-01,云岭市,自营小程序,清洁用品,清洁工具,新客户,平台大促,16,18,30,928.20
2025-01,云岭市,自营小程序,清洁用品,清洁工具,新客户,会员优惠,18,20,34,1162.80
2025-01,云岭市,自营小程序,清洁用品,家居耗材,新客户,无促销,89,96,163,3975.57
2025-01,云岭市,自营小程序,清洁用品,家居耗材,新客户,优惠券,26,29,48,1106.40
2025-01,云岭市,自营小程序,清洁用品,家居耗材,新客户,平台大促,15,17,28,581.56
2025-01,云岭市,自营小程序,清洁用品,家居耗材,新客户,会员优惠,16,18,30,670.50
2025-01,云岭市,自营小程序,清洁用品,清洁工具,老客户,无促销,92,120,198,7333.92
2025-01,云岭市,自营小程序,清洁用品,清洁工具,老客户,优惠券,27,35,58,2002.74
2025-01,云岭市,自营小程序,清洁用品,清洁工具,老客户,平台大促,15,19,32,990.08
2025-01,云岭市,自营小程序,清洁用品,清洁工具,老客户,会员优惠,27,35,59,2017.80
2025-01,云岭市,自营小程序,清洁用品,家居耗材,老客户,无促销,82,106,179,4365.81
2025-01,云岭市,自营小程序,清洁用品,家居耗材,老客户,优惠券,24,31,52,1198.60
2025-01,云岭市,自营小程序,清洁用品,家居耗材,老客户,平台大促,13,17,28,581.56
2025-01,云岭市,自营小程序,清洁用品,家居耗材,老客户,会员优惠,24,32,54,1206.90
2025-01,云岭市,自营小程序,小家电,厨房小电,新客户,无促销,75,82,91,19579.56
2025-01,云岭市,自营小程序,小家电,厨房小电,新客户,优惠券,22,24,27,5408.91
2025-01,云岭市,自营小程序,小家电,厨房小电,新客户,平台大促,12,13,14,2543.52
2025-01,云岭市,自营小程序,小家电,厨房小电,新客户,会员优惠,14,15,17,3355.12
2025-01,云岭市,自营小程序,小家电,生活电器,新客户,无促销,67,73,82,13685.80
2025-01,云岭市,自营小程序,小家电,生活电器,新客户,优惠券,20,22,25,3821.75
2025-01,云岭市,自营小程序,小家电,生活电器,新客户,平台大促,11,12,14,1967.98
2025-01,云岭市,自营小程序,小家电,生活电器,新客户,会员优惠,12,13,15,2259.30
2025-01,云岭市,自营小程序,小家电,厨房小电,老客户,无促销,66,85,94,20225.04
2025-01,云岭市,自营小程序,小家电,厨房小电,老客户,优惠券,19,25,28,5609.24
2025-01,云岭市,自营小程序,小家电,厨房小电,老客户,平台大促,11,14,16,2906.88
2025-01,云岭市,自营小程序,小家电,厨房小电,老客户,会员优惠,20,26,29,5723.44
2025-01,云岭市,自营小程序,小家电,生活电器,老客户,无促销,59,77,87,14520.30
2025-01,云岭市,自营小程序,小家电,生活电器,老客户,优惠券,17,22,25,3821.75
2025-01,云岭市,自营小程序,小家电,生活电器,老客户,平台大促,10,13,15,2108.55
2025-01,云岭市,自营小程序,小家电,生活电器,老客户,会员优惠,17,22,25,3765.50
2025-01,云岭市,第三方平台,厨房用品,烹饪器具,新客户,无促销,84,93,132,9456.48
2025-01,云岭市,第三方平台,厨房用品,烹饪器具,新客户,优惠券,25,28,39,2581.41
2025-01,云岭市,第三方平台,厨房用品,烹饪器具,新客户,平台大促,14,16,22,1318.90
2025-01,云岭市,第三方平台,厨房用品,烹饪器具,新客户,会员优惠,15,17,24,1555.92
2025-01,云岭市,第三方平台,厨房用品,餐厨工具,新客户,无促销,75,84,120,4108.80
2025-01,云岭市,第三方平台,厨房用品,餐厨工具,新客户,优惠券,22,24,34,1086.30
2025-01,云岭市,第三方平台,厨房用品,餐厨工具,新客户,平台大促,12,13,19,547.96
2025-01,云岭市,第三方平台,厨房用品,餐厨工具,新客户,会员优惠,13,14,20,611.60
2025-01,云岭市,第三方平台,厨房用品,烹饪器具,老客户,无促销,71,92,133,9528.12
2025-01,云岭市,第三方平台,厨房用品,烹饪器具,老客户,优惠券,21,28,40,2647.60
2025-01,云岭市,第三方平台,厨房用品,烹饪器具,老客户,平台大促,12,16,23,1378.85
2025-01,云岭市,第三方平台,厨房用品,烹饪器具,老客户,会员优惠,21,28,40,2593.20
2025-01,云岭市,第三方平台,厨房用品,餐厨工具,老客户,无促销,63,83,119,4074.56
2025-01,云岭市,第三方平台,厨房用品,餐厨工具,老客户,优惠券,18,24,34,1086.30
2025-01,云岭市,第三方平台,厨房用品,餐厨工具,老客户,平台大促,10,13,18,519.12
2025-01,云岭市,第三方平台,厨房用品,餐厨工具,老客户,会员优惠,19,25,36,1100.88
2025-01,云岭市,第三方平台,收纳用品,衣物收纳,新客户,无促销,66,74,116,5013.52
2025-01,云岭市,第三方平台,收纳用品,衣物收纳,新客户,优惠券,19,21,33,1329.24
2025-01,云岭市,第三方平台,收纳用品,衣物收纳,新客户,平台大促,11,12,19,690.46
2025-01,云岭市,第三方平台,收纳用品,衣物收纳,新客户,会员优惠,12,13,20,793.20
2025-01,云岭市,第三方平台,收纳用品,空间整理,新客户,无促销,59,66,102,5937.42
2025-01,云岭市,第三方平台,收纳用品,空间整理,新客户,优惠券,17,19,29,1546.28
2025-01,云岭市,第三方平台,收纳用品,空间整理,新客户,平台大促,10,11,17,822.12
2025-01,云岭市,第三方平台,收纳用品,空间整理,新客户,会员优惠,11,12,19,1007.19
2025-01,云岭市,第三方平台,收纳用品,衣物收纳,老客户,无促销,58,77,119,5143.18
2025-01,云岭市,第三方平台,收纳用品,衣物收纳,老客户,优惠券,17,22,34,1369.52
2025-01,云岭市,第三方平台,收纳用品,衣物收纳,老客户,平台大促,10,13,20,726.80
2025-01,云岭市,第三方平台,收纳用品,衣物收纳,老客户,会员优惠,17,22,34,1348.44
2025-01,云岭市,第三方平台,收纳用品,空间整理,老客户,无促销,51,67,105,6112.05
2025-01,云岭市,第三方平台,收纳用品,空间整理,老客户,优惠券,15,20,31,1652.92
2025-01,云岭市,第三方平台,收纳用品,空间整理,老客户,平台大促,9,12,18,870.48
2025-01,云岭市,第三方平台,收纳用品,空间整理,老客户,会员优惠,15,20,32,1696.32
2025-01,云岭市,第三方平台,清洁用品,清洁工具,新客户,无促销,79,87,146,5717.36
2025-01,云岭市,第三方平台,清洁用品,清洁工具,新客户,优惠券,23,25,42,1540.98
2025-01,云岭市,第三方平台,清洁用品,清洁工具,新客户,平台大促,13,14,24,782.40
2025-01,云岭市,第三方平台,清洁用品,清洁工具,新客户,会员优惠,14,15,26,917.02
2025-01,云岭市,第三方平台,清洁用品,家居耗材,新客户,无促销,70,78,133,3452.68
2025-01,云岭市,第三方平台,清洁用品,家居耗材,新客户,优惠券,21,23,39,926.25
2025-01,云岭市,第三方平台,清洁用品,家居耗材,新客户,平台大促,12,13,22,471.90
2025-01,云岭市,第三方平台,清洁用品,家居耗材,新客户,会员优惠,13,14,23,539.12
2025-01,云岭市,第三方平台,清洁用品,清洁工具,老客户,无促销,69,91,151,5913.16
2025-01,云岭市,第三方平台,清洁用品,清洁工具,老客户,优惠券,21,28,47,1724.43
2025-01,云岭市,第三方平台,清洁用品,清洁工具,老客户,平台大促,11,14,24,782.40
2025-01,云岭市,第三方平台,清洁用品,清洁工具,老客户,会员优惠,21,28,47,1657.69
2025-01,云岭市,第三方平台,清洁用品,家居耗材,老客户,无促销,61,81,134,3478.64
2025-01,云岭市,第三方平台,清洁用品,家居耗材,老客户,优惠券,18,23,39,926.25
2025-01,云岭市,第三方平台,清洁用品,家居耗材,老客户,平台大促,10,13,22,471.90
2025-01,云岭市,第三方平台,清洁用品,家居耗材,老客户,会员优惠,18,24,40,937.60
2025-01,云岭市,第三方平台,小家电,厨房小电,新客户,无促销,56,62,70,15638.00
