month,city,sales_channel,category_l1,customer_type,product_detail_users,add_to_cart_users,order_submit_users,paying_customers
2025-03,海岳市,自营App,厨房用品,新客户,5007,1746,1201,819
2025-03,海岳市,自营App,收纳用品,新客户,4292,1393,952,648
2025-03,海岳市,自营App,清洁用品,新客户,4470,1644,1132,774
2025-03,海岳市,自营App,小家电,新客户,4113,1165,809,556
2025-03,海岳市,自营App,厨房用品,老客户,3842,1460,1000,748
2025-03,海岳市,自营App,收纳用品,老客户,3294,1195,827,629
2025-03,海岳市,自营App,清洁用品,老客户,3431,1392,952,719
2025-03,海岳市,自营App,小家电,老客户,3156,1047,720,532
2025-03,海岳市,自营小程序,厨房用品,新客户,3317,1163,809,544
2025-03,海岳市,自营小程序,收纳用品,新客户,2843,916,626,419
2025-03,海岳市,自营小程序,清洁用品,新客户,2961,1082,758,521
2025-03,海岳市,自营小程序,小家电,新客户,2724,801,552,371
2025-03,海岳市,自营小程序,厨房用品,老客户,2678,1018,702,530
2025-03,海岳市,自营小程序,收纳用品,老客户,2295,832,582,440
2025-03,海岳市,自营小程序,清洁用品,老客户,2391,959,664,500
2025-03,海岳市,自营小程序,小家电,老客户,2199,701,480,366
2025-03,海岳市,第三方平台,厨房用品,新客户,2622,901,628,426
2025-03,海岳市,第三方平台,收纳用品,新客户,2248,736,513,355
2025-03,海岳市,第三方平台,清洁用品,新客户,2342,879,613,410
2025-03,海岳市,第三方平台,小家电,新客户,2154,630,435,297
2025-03,海岳市,第三方平台,厨房用品,老客户,1950,733,501,378
2025-03,海岳市,第三方平台,收纳用品,老客户,1671,586,407,305
2025-03,海岳市,第三方平台,清洁用品,老客户,1741,707,481,362
2025-03,海岳市,第三方平台,小家电,老客户,1602,519,360,272
2025-03,南浦市,自营App,厨房用品,新客户,4659,1654,1135,777
2025-03,南浦市,自营App,收纳用品,新客户,3993,1299,909,612
2025-03,南浦市,自营App,清洁用品,新客户,4159,1503,1050,723
2025-03,南浦市,自营App,小家电,新客户,3827,1087,755,519
2025-03,南浦市,自营App,厨房用品,老客户,3537,1371,931,705
2025-03,南浦市,自营App,收纳用品,老客户,3032,1067,735,547
2025-03,南浦市,自营App,清洁用品,老客户,3158,1300,909,688
2025-03,南浦市,自营App,小家电,老客户,2906,957,669,496
2025-03,南浦市,自营小程序,厨房用品,新客户,3082,1081,755,519
2025-03,南浦市,自营小程序,收纳用品,新客户,2642,865,591,404
2025-03,南浦市,自营小程序,清洁用品,新客户,2752,1011,703,475
2025-03,南浦市,自营小程序,小家电,新客户,2531,718,489,329
2025-03,南浦市,自营小程序,厨房用品,老客户,2495,976,671,496
2025-03,南浦市,自营小程序,收纳用品,老客户,2139,756,515,389
2025-03,南浦市,自营小程序,清洁用品,老客户,2228,903,616,459
2025-03,南浦市,自营小程序,小家电,老客户,2050,677,464,344
2025-03,南浦市,第三方平台,厨房用品,新客户,2426,866,591,400
2025-03,南浦市,第三方平台,收纳用品,新客户,2079,657,455,305
2025-03,南浦市,第三方平台,清洁用品,新客户,2166,801,553,380
2025-03,南浦市,第三方平台,小家电,新客户,1993,582,395,273
2025-03,南浦市,第三方平台,厨房用品,老客户,1837,709,481,358
2025-03,南浦市,第三方平台,收纳用品,老客户,1574,566,386,295
2025-03,南浦市,第三方平台,清洁用品,老客户,1640,671,458,345
2025-03,南浦市,第三方平台,小家电,老客户,1509,483,339,256
2025-03,榕川市,自营App,厨房用品,新客户,3911,1336,928,621
2025-03,榕川市,自营App,收纳用品,新客户,3353,1063,731,504
2025-03,榕川市,自营App,清洁用品,新客户,3492,1294,892,605
2025-03,榕川市,自营App,小家电,新客户,3213,927,639,440
2025-03,榕川市,自营App,厨房用品,老客户,3119,1220,832,629
2025-03,榕川市,自营App,收纳用品,老客户,2673,969,664,493
2025-03,榕川市,自营App,清洁用品,老客户,2784,1103,763,564
2025-03,榕川市,自营App,小家电,老客户,2562,812,553,409
2025-03,榕川市,自营小程序,厨房用品,新客户,2633,903,634,424
2025-03,榕川市,自营小程序,收纳用品,新客户,2257,718,498,344
2025-03,榕川市,自营小程序,清洁用品,新客户,2351,875,607,419
2025-03,榕川市,自营小程序,小家电,新客户,2162,642,445,306
2025-03,榕川市,自营小程序,厨房用品,老客户,2116,803,557,424
2025-03,榕川市,自营小程序,收纳用品,老客户,1814,655,448,337
2025-03,榕川市,自营小程序,清洁用品,老客户,1890,773,538,402
2025-03,榕川市,自营小程序,小家电,老客户,1738,560,390,295
2025-03,榕川市,第三方平台,厨房用品,新客户,2042,724,505,346
2025-03,榕川市,第三方平台,收纳用品,新客户,1751,555,385,260
2025-03,榕川市,第三方平台,清洁用品,新客户,1824,692,485,329
2025-03,榕川市,第三方平台,小家电,新客户,1678,483,339,230
2025-03,榕川市,第三方平台,厨房用品,老客户,1658,624,424,320
2025-03,榕川市,第三方平台,收纳用品,老客户,1421,492,335,248
2025-03,榕川市,第三方平台,清洁用品,老客户,1481,613,422,319
2025-03,榕川市,第三方平台,小家电,老客户,1362,434,299,224
2025-04,北辰市,自营App,厨房用品,新客户,4096,1416,965,654
2025-04,北辰市,自营App,收纳用品,新客户,3511,1112,761,514
2025-04,北辰市,自营App,清洁用品,新客户,3657,1378,961,654
2025-04,北辰市,自营App,小家电,新客户,3365,993,674,463
2025-04,北辰市,自营App,厨房用品,老客户,3208,1208,846,626
2025-04,北辰市,自营App,收纳用品,老客户,2750,966,671,497
2025-04,北辰市,自营App,清洁用品,老客户,2864,1156,809,617
2025-04,北辰市,自营App,小家电,老客户,2635,871,603,450
2025-04,北辰市,自营小程序,厨房用品,新客户,2745,964,672,449
2025-04,北辰市,自营小程序,收纳用品,新客户,2353,755,517,353
2025-04,北辰市,自营小程序,清洁用品,新客户,2451,898,621,429
2025-04,北辰市,自营小程序,小家电,新客户,2254,640,445,303
2025-04,北辰市,自营小程序,厨房用品,老客户,2158,817,555,422
2025-04,北辰市,自营小程序,收纳用品,老客户,1849,644,439,325
2025-04,北辰市,自营小程序,清洁用品,老客户,1927,771,537,400
2025-04,北辰市,自营小程序,小家电,老客户,1772,565,392,292
2025-04,北辰市,第三方平台,厨房用品,新客户,2152,739,512,352
2025-04,北辰市,第三方平台,收纳用品,新客户,1845,583,406,273
2025-04,北辰市,第三方平台,清洁用品,新客户,1922,718,496,333
2025-04,北辰市,第三方平台,小家电,新客户,1768,506,346,236
2025-04,北辰市,第三方平台,厨房用品,老客户,1649,621,421,313
2025-04,北辰市,第三方平台,收纳用品,老客户,1414,495,346,264
2025-04,北辰市,第三方平台,清洁用品,老客户,1472,595,412,305
2025-04,北辰市,第三方平台,小家电,老客户,1355,435,297,222
2025-04,云岭市,自营App,厨房用品,新客户,3378,1186,815,548
2025-04,云岭市,自营App,收纳用品,新客户,2896,913,625,425
2025-04,云岭市,自营App,清洁用品,新客户,3016,1100,766,516
2025-04,云岭市,自营App,小家电,新客户,2775,816,553,374
2025-04,云岭市,自营App,厨房用品,老客户,2627,994,693,524
2025-04,云岭市,自营App,收纳用品,老客户,2251,815,554,414
2025-04,云岭市,自营App,清洁用品,老客户,2345,955,661,494
2025-04,云岭市,自营App,小家电,老客户,2158,693,481,355
2025-04,云岭市,自营小程序,厨房用品,新客户,2364,832,569,387
2025-04,云岭市,自营小程序,收纳用品,新客户,2026,645,449,308
2025-04,云岭市,自营小程序,清洁用品,新客户,2110,767,521,352
2025-04,云岭市,自营小程序,小家电,新客户,1941,557,384,259
2025-04,云岭市,自营小程序,厨房用品,老客户,1753,673,458,345
2025-04,云岭市,自营小程序,收纳用品,老客户,1503,522,363,273
2025-04,云岭市,自营小程序,清洁用品,老客户,1565,649,440,328
2025-04,云岭市,自营小程序,小家电,老客户,1440,464,318,236
2025-04,云岭市,第三方平台,厨房用品,新客户,1790,642,449,300
2025-04,云岭市,第三方平台,收纳用品,新客户,1535,485,333,228
2025-04,云岭市,第三方平台,清洁用品,新客户,1599,601,416,284
2025-04,云岭市,第三方平台,小家电,新客户,1471,423,290,197
2025-04,云岭市,第三方平台,厨房用品,老客户,1398,538,371,283
2025-04,云岭市,第三方平台,收纳用品,老客户,1198,421,291,218
2025-04,云岭市,第三方平台,清洁用品,老客户,1248,517,353,265
2025-04,云岭市,第三方平台,小家电,老客户,1149,379,266,202
2025-04,东澜市,自营App,厨房用品,新客户,5654,1934,1337,923
2025-04,东澜市,自营App,收纳用品,新客户,4847,1547,1050,722
2025-04,东澜市,自营App,清洁用品,新客户,5049,1898,1290,872
2025-04,东澜市,自营App,小家电,新客户,4645,1322,910,628
2025-04,东澜市,自营App,厨房用品,老客户,4468,1759,1226,933
2025-04,东澜市,自营App,收纳用品,老客户,3830,1348,919,685
2025-04,东澜市,自营App,清洁用品,老客户,3990,1578,1078,809
2025-04,东澜市,自营App,小家电,老客户,3671,1179,813,599
2025-04,东澜市,自营小程序,厨房用品,新客户,3946,1402,976,653
2025-04,东澜市,自营小程序,收纳用品,新客户,3382,1100,768,515
2025-04,东澜市,自营小程序,清洁用品,新客户,3523,1286,873,601
2025-04,东澜市,自营小程序,小家电,新客户,3241,937,652,450
2025-04,东澜市,自营小程序,厨房用品,老客户,2913,1118,764,582
2025-04,东澜市,自营小程序,收纳用品,老客户,2496,907,632,483
2025-04,东澜市,自营小程序,清洁用品,老客户,2601,1037,728,556
2025-04,东澜市,自营小程序,小家电,老客户,2392,771,527,389
2025-04,东澜市,第三方平台,厨房用品,新客户,2930,1037,723,492
2025-04,东澜市,第三方平台,收纳用品,新客户,2511,786,542,364
2025-04,东澜市,第三方平台,清洁用品,新客户,2616,973,676,463
2025-04,东澜市,第三方平台,小家电,新客户,2406,693,471,320
2025-04,东澜市,第三方平台,厨房用品,老客户,2335,896,612,460
2025-04,东澜市,第三方平台,收纳用品,老客户,2001,700,485,366
2025-04,东澜市,第三方平台,清洁用品,老客户,2084,855,598,445
2025-04,东澜市,第三方平台,小家电,老客户,1918,627,437,323
2025-04,海岳市,自营App,厨房用品,新客户,4801,1716,1196,802
2025-04,海岳市,自营App,收纳用品,新客户,4116,1341,923,638
2025-04,海岳市,自营App,清洁用品,新客户,4287,1616,1096,751
2025-04,海岳市,自营App,小家电,新客户,3944,1121,762,521
2025-04,海岳市,自营App,厨房用品,老客户,3987,1569,1101,830
2025-04,海岳市,自营App,收纳用品,老客户,3417,1227,842,643
2025-04,海岳市,自营App,清洁用品,老客户,3560,1458,1023,761
2025-04,海岳市,自营App,小家电,老客户,3275,1074,754,564
2025-04,海岳市,自营小程序,厨房用品,新客户,3294,1151,798,548
2025-04,海岳市,自营小程序,收纳用品,新客户,2823,897,620,423
2025-04,海岳市,自营小程序,清洁用品,新客户,2941,1069,746,514
2025-04,海岳市,自营小程序,小家电,新客户,2706,783,548,373
2025-04,海岳市,自营小程序,厨房用品,老客户,2590,994,692,517
2025-04,海岳市,自营小程序,收纳用品,老客户,2220,801,554,419
2025-04,海岳市,自营小程序,清洁用品,老客户,2313,918,631,471
2025-04,海岳市,自营小程序,小家电,老客户,2127,694,485,364
2025-04,海岳市,第三方平台,厨房用品,新客户,2620,921,634,435
2025-04,海岳市,第三方平台,收纳用品,新客户,2246,710,493,337
2025-04,海岳市,第三方平台,清洁用品,新客户,2340,856,593,397
2025-04,海岳市,第三方平台,小家电,新客户,2153,625,429,289
2025-04,海岳市,第三方平台,厨房用品,老客户,2052,773,530,397
2025-04,海岳市,第三方平台,收纳用品,老客户,1759,627,438,325
2025-04,海岳市,第三方平台,清洁用品,老客户,1832,732,511,377
2025-04,海岳市,第三方平台,小家电,老客户,1685,560,383,286
2025-04,南浦市,自营App,厨房用品,新客户,4713,1658,1126,776
2025-04,南浦市,自营App,收纳用品,新客户,4040,1291,876,596
2025-04,南浦市,自营App,清洁用品,新客户,4208,1574,1104,742
2025-04,南浦市,自营App,小家电,新客户,3872,1122,775,536
2025-04,南浦市,自营App,厨房用品,老客户,3541,1363,941,708
2025-04,南浦市,自营App,收纳用品,老客户,3035,1080,737,555
2025-04,南浦市,自营App,清洁用品,老客户,3162,1283,872,659
2025-04,南浦市,自营App,小家电,老客户,2909,936,638,475
2025-04,南浦市,自营小程序,厨房用品,新客户,3167,1090,744,498
2025-04,南浦市,自营小程序,收纳用品,新客户,2715,853,587,398
2025-04,南浦市,自营小程序,清洁用品,新客户,2828,1070,734,497
2025-04,南浦市,自营小程序,小家电,新客户,2601,765,535,369
2025-04,南浦市,自营小程序,厨房用品,老客户,2423,946,643,479
2025-04,南浦市,自营小程序,收纳用品,老客户,2076,741,507,378
2025-04,南浦市,自营小程序,清洁用品,老客户,2163,877,608,457
2025-04,南浦市,自营小程序,小家电,老客户,1990,649,454,343
2025-04,南浦市,第三方平台,厨房用品,新客户,2308,814,556,375
2025-04,南浦市,第三方平台,收纳用品,新客户,1979,625,432,291
2025-04,南浦市,第三方平台,清洁用品,新客户,2061,767,531,357
2025-04,南浦市,第三方平台,小家电,新客户,1896,560,390,266
2025-04,南浦市,第三方平台,厨房用品,老客户,1956,765,535,399
2025-04,南浦市,第三方平台,收纳用品,老客户,1676,593,407,305
2025-04,南浦市,第三方平台,清洁用品,老客户,1746,697,478,359
2025-04,南浦市,第三方平台,小家电,老客户,1607,509,345,255
2025-04,榕川市,自营App,厨房用品,新客户,3844,1354,921,618
2025-04,榕川市,自营App,收纳用品,新客户,3295,1042,714,481
2025-04,榕川市,自营App,清洁用品,新客户,3433,1271,870,593
2025-04,榕川市,自营App,小家电,新客户,3158,904,623,429
2025-04,榕川市,自营App,厨房用品,老客户,3069,1176,812,602
2025-04,榕川市,自营App,收纳用品,老客户,2630,932,653,494
2025-04,榕川市,自营App,清洁用品,老客户,2740,1105,769,571
2025-04,榕川市,自营App,小家电,老客户,2521,831,566,419
2025-04,榕川市,自营小程序,厨房用品,新客户,2597,897,619,415
2025-04,榕川市,自营小程序,收纳用品,新客户,2226,707,489,327
2025-04,榕川市,自营小程序,清洁用品,新客户,2319,871,602,414
2025-04,榕川市,自营小程序,小家电,新客户,2133,630,432,292
2025-04,榕川市,自营小程序,厨房用品,老客户,2028,789,554,420
2025-04,榕川市,自营小程序,收纳用品,老客户,1738,617,431,324
2025-04,榕川市,自营小程序,清洁用品,老客户,1811,728,498,378
2025-04,榕川市,自营小程序,小家电,老客户,1666,534,374,284
2025-04,榕川市,第三方平台,厨房用品,新客户,2038,719,496,343
2025-04,榕川市,第三方平台,收纳用品,新客户,1747,559,383,264
2025-04,榕川市,第三方平台,清洁用品,新客户,1820,661,458,313
2025-04,榕川市,第三方平台,小家电,新客户,1674,497,343,235
2025-04,榕川市,第三方平台,厨房用品,老客户,1591,627,429,323
2025-04,榕川市,第三方平台,收纳用品,老客户,1363,492,337,256
2025-04,榕川市,第三方平台,清洁用品,老客户,1420,588,409,309
2025-04,榕川市,第三方平台,小家电,老客户,1307,435,298,224
2025-05,北辰市,自营App,厨房用品,新客户,4456,1590,1114,761
2025-05,北辰市,自营App,收纳用品,新客户,3820,1218,832,571
2025-05,北辰市,自营App,清洁用品,新客户,3979,1478,1029,703
2025-05,北辰市,自营App,小家电,新客户,3661,1043,732,503
2025-05,北辰市,自营App,厨房用品,老客户,3277,1255,861,653
2025-05,北辰市,自营App,收纳用品,老客户,2808,999,701,535
2025-05,北辰市,自营App,清洁用品,老客户,2925,1155,803,597
2025-05,北辰市,自营App,小家电,老客户,2691,892,615,459
2025-05,北辰市,自营小程序,厨房用品,新客户,2830,967,657,441
2025-05,北辰市,自营小程序,收纳用品,新客户,2426,788,538,363
2025-05,北辰市,自营小程序,清洁用品,新客户,2527,929,651,438
2025-05,北辰市,自营小程序,小家电,新客户,2324,671,458,309
2025-05,北辰市,自营小程序,厨房用品,老客户,2252,862,593,448
2025-05,北辰市,自营小程序,收纳用品,老客户,1930,695,479,364
2025-05,北辰市,自营小程序,清洁用品,老客户,2010,818,560,425
2025-05,北辰市,自营小程序,小家电,老客户,1850,600,415,315
2025-05,北辰市,第三方平台,厨房用品,新客户,2181,781,544,373
2025-05,北辰市,第三方平台,收纳用品,新客户,1869,609,423,283
2025-05,北辰市,第三方平台,清洁用品,新客户,1947,708,492,335
2025-05,北辰市,第三方平台,小家电,新客户,1791,507,351,238
2025-05,北辰市,第三方平台,厨房用品,老客户,1758,681,469,354
2025-05,北辰市,第三方平台,收纳用品,老客户,1507,539,369,275
2025-05,北辰市,第三方平台,清洁用品,老客户,1570,622,423,319
2025-05,北辰市,第三方平台,小家电,老客户,1445,463,319,242
2025-05,云岭市,自营App,厨房用品,新客户,3653,1287,889,607
2025-05,云岭市,自营App,收纳用品,新客户,3131,991,683,463
2025-05,云岭市,自营App,清洁用品,新客户,3261,1211,833,565
2025-05,云岭市,自营App,小家电,新客户,3000,885,603,408
2025-05,云岭市,自营App,厨房用品,老客户,2843,1106,774,580
2025-05,云岭市,自营App,收纳用品,老客户,2436,881,607,455
2025-05,云岭市,自营App,清洁用品,老客户,2538,1011,706,527
2025-05,云岭市,自营App,小家电,老客户,2335,750,524,397
2025-05,云岭市,自营小程序,厨房用品,新客户,2488,880,597,404
2025-05,云岭市,自营小程序,收纳用品,新客户,2132,685,478,325
2025-05,云岭市,自营小程序,清洁用品,新客户,2221,836,574,384
2025-05,云岭市,自营小程序,小家电,新客户,2043,607,416,283
2025-05,云岭市,自营小程序,厨房用品,老客户,1838,721,496,368
2025-05,云岭市,自营小程序,收纳用品,老客户,1575,553,387,287
2025-05,云岭市,自营小程序,清洁用品,老客户,1641,654,454,339
2025-05,云岭市,自营小程序,小家电,老客户,1509,499,342,260
2025-05,云岭市,第三方平台,厨房用品,新客户,1908,666,464,312
2025-05,云岭市,第三方平台,收纳用品,新客户,1636,529,365,248
2025-05,云岭市,第三方平台,清洁用品,新客户,1704,645,445,305
2025-05,云岭市,第三方平台,小家电,新客户,1568,448,305,210
2025-05,云岭市,第三方平台,厨房用品,老客户,1466,574,392,289
2025-05,云岭市,第三方平台,收纳用品,老客户,1257,449,312,238
2025-05,云岭市,第三方平台,清洁用品,老客户,1309,525,357,271
2025-05,云岭市,第三方平台,小家电,老客户,1205,383,267,199
2025-05,东澜市,自营App,厨房用品,新客户,6064,2131,1451,972
2025-05,东澜市,自营App,收纳用品,新客户,5197,1684,1149,795
2025-05,东澜市,自营App,清洁用品,新客户,5414,2044,1433,958
2025-05,东澜市,自营App,小家电,新客户,4981,1438,993,672
2025-05,东澜市,自营App,厨房用品,老客户,4523,1728,1209,909
2025-05,东澜市,自营App,收纳用品,老客户,3876,1375,962,728
2025-05,东澜市,自营App,清洁用品,老客户,4038,1607,1096,826
2025-05,东澜市,自营App,小家电,老客户,3715,1193,835,623
2025-05,东澜市,自营小程序,厨房用品,新客户,4186,1449,1005,693
2025-05,东澜市,自营小程序,收纳用品,新客户,3588,1173,799,541
2025-05,东澜市,自营小程序,清洁用品,新客户,3737,1357,934,629
2025-05,东澜市,自营小程序,小家电,新客户,3438,988,685,460
2025-05,东澜市,自营小程序,厨房用品,老客户,3209,1215,850,645
2025-05,东澜市,自营小程序,收纳用品,老客户,2751,987,683,506
2025-05,东澜市,自营小程序,清洁用品,老客户,2866,1176,798,600
2025-05,东澜市,自营小程序,小家电,老客户,2636,849,595,449
2025-05,东澜市,第三方平台,厨房用品,新客户,3158,1119,775,536
2025-05,东澜市,第三方平台,收纳用品,新客户,2707,848,580,391
2025-05,东澜市,第三方平台,清洁用品,新客户,2820,1051,730,489
2025-05,东澜市,第三方平台,小家电,新客户,2594,766,534,369
2025-05,东澜市,第三方平台,厨房用品,老客户,2532,963,667,506
2025-05,东澜市,第三方平台,收纳用品,老客户,2170,773,525,389
2025-05,东澜市,第三方平台,清洁用品,老客户,2261,900,632,475
2025-05,东澜市,第三方平台,小家电,老客户,2080,680,462,345
2025-05,海岳市,自营App,厨房用品,新客户,5370,1918,1333,898
2025-05,海岳市,自营App,收纳用品,新客户,4602,1454,1011,684
2025-05,海岳市,自营App,清洁用品,新客户,4794,1794,1256,855
2025-05,海岳市,自营App,小家电,新客户,4411,1247,864,582
2025-05,海岳市,自营App,厨房用品,老客户,3924,1540,1056,783
2025-05,海岳市,自营App,收纳用品,老客户,3364,1185,808,614
2025-05,海岳市,自营App,清洁用品,老客户,3504,1428,975,723
2025-05,海岳市,自营App,小家电,老客户,3224,1049,726,542
2025-05,海岳市,自营小程序,厨房用品,新客户,3426,1188,823,568
2025-05,海岳市,自营小程序,收纳用品,新客户,2936,940,647,437
2025-05,海岳市,自营小程序,清洁用品,新客户,3059,1158,807,557
2025-05,海岳市,自营小程序,小家电,新客户,2814,799,561,379
2025-05,海岳市,自营小程序,厨房用品,老客户,2631,1034,721,542
2025-05,海岳市,自营小程序,收纳用品,老客户,2255,801,547,414
2025-05,海岳市,自营小程序,清洁用品,老客户,2349,966,673,513
2025-05,海岳市,自营小程序,小家电,老客户,2162,700,490,362
2025-05,海岳市,第三方平台,厨房用品,新客户,2748,956,658,450
2025-05,海岳市,第三方平台,收纳用品,新客户,2356,751,523,360
2025-05,海岳市,第三方平台,清洁用品,新客户,2454,920,642,432
2025-05,海岳市,第三方平台,小家电,新客户,2257,650,442,305
2025-05,海岳市,第三方平台,厨房用品,老客户,2064,777,535,403
2025-05,海岳市,第三方平台,收纳用品,老客户,1769,633,429,324
2025-05,海岳市,第三方平台,清洁用品,老客户,1843,746,520,393
2025-05,海岳市,第三方平台,小家电,老客户,1696,551,375,281
2025-05,南浦市,自营App,厨房用品,新客户,4712,1684,1170,809
2025-05,南浦市,自营App,收纳用品,新客户,4038,1309,893,600
2025-05,南浦市,自营App,清洁用品,新客户,4207,1528,1053,720
2025-05,南浦市,自营App,小家电,新客户,3870,1117,762,509
2025-05,南浦市,自营App,厨房用品,老客户,3868,1508,1058,806
2025-05,南浦市,自营App,收纳用品,老客户,3315,1165,807,595
2025-05,南浦市,自营App,清洁用品,老客户,3453,1417,989,738
2025-05,南浦市,自营App,小家电,老客户,3177,1025,708,537
2025-05,南浦市,自营小程序,厨房用品,新客户,3176,1118,768,526
2025-05,南浦市,自营小程序,收纳用品,新客户,2722,861,599,408
2025-05,南浦市,自营小程序,清洁用品,新客户,2835,1036,707,479
2025-05,南浦市,自营小程序,小家电,新客户,2609,758,522,354
2025-05,南浦市,自营小程序,厨房用品,老客户,2606,984,677,511
2025-05,南浦市,自营小程序,收纳用品,老客户,2233,810,561,421
2025-05,南浦市,自营小程序,清洁用品,老客户,2326,954,647,491
2025-05,南浦市,自营小程序,小家电,老客户,2140,712,492,371
2025-05,南浦市,第三方平台,厨房用品,新客户,2519,871,607,406
2025-05,南浦市,第三方平台,收纳用品,新客户,2159,675,471,319
2025-05,南浦市,第三方平台,清洁用品,新客户,2249,817,570,385
2025-05,南浦市,第三方平台,小家电,新客户,2069,607,418,279
2025-05,南浦市,第三方平台,厨房用品,老客户,1983,777,539,399
2025-05,南浦市,第三方平台,收纳用品,老客户,1700,591,414,315
2025-05,南浦市,第三方平台,清洁用品,老客户,1771,707,491,369
2025-05,南浦市,第三方平台,小家电,老客户,1629,521,354,268
2025-05,榕川市,自营App,厨房用品,新客户,4002,1402,984,680
2025-05,榕川市,自营App,收纳用品,新客户,3431,1088,764,514
2025-05,榕川市,自营App,清洁用品,新客户,3573,1314,914,622
2025-05,榕川市,自营App,小家电,新客户,3288,962,659,454
2025-05,榕川市,自营App,厨房用品,老客户,3268,1280,888,672
2025-05,榕川市,自营App,收纳用品,老客户,2801,997,686,523
2025-05,榕川市,自营App,清洁用品,老客户,2917,1179,814,603
2025-05,榕川市,自营App,小家电,老客户,2684,870,608,454
2025-05,榕川市,自营小程序,厨房用品,新客户,2652,924,646,435
2025-05,榕川市,自营小程序,收纳用品,新客户,2273,737,504,344
2025-05,榕川市,自营小程序,清洁用品,新客户,2368,870,592,409
2025-05,榕川市,自营小程序,小家电,新客户,2178,632,441,295
2025-05,榕川市,自营小程序,厨房用品,老客户,2254,879,600,443
2025-05,榕川市,自营小程序,收纳用品,老客户,1932,688,467,353
2025-05,榕川市,自营小程序,清洁用品,老客户,2013,834,581,440
2025-05,榕川市,自营小程序,小家电,老客户,1852,601,418,309
2025-05,榕川市,第三方平台,厨房用品,新客户,2220,761,531,365
2025-05,榕川市,第三方平台,收纳用品,新客户,1902,614,422,289
2025-05,榕川市,第三方平台,清洁用品,新客户,1982,741,508,348
2025-05,榕川市,第三方平台,小家电,新客户,1823,532,363,243
2025-05,榕川市,第三方平台,厨房用品,老客户,1706,657,451,341
2025-05,榕川市,第三方平台,收纳用品,老客户,1463,515,358,264
2025-05,榕川市,第三方平台,清洁用品,老客户,1524,605,415,307
2025-05,榕川市,第三方平台,小家电,老客户,1402,452,313,232
2025-06,北辰市,自营App,厨房用品,新客户,4349,1486,1022,690
2025-06,北辰市,自营App,收纳用品,新客户,3728,1186,806,542
2025-06,北辰市,自营App,清洁用品,新客户,3883,1442,989,665
2025-06,北辰市,自营App,小家电,新客户,3573,1048,711,486
2025-06,北辰市,自营App,厨房用品,老客户,3210,1228,848,629
2025-06,北辰市,自营App,收纳用品,老客户,2752,980,671,501
2025-06,北辰市,自营App,清洁用品,老客户,2867,1152,802,604
2025-06,北辰市,自营App,小家电,老客户,2637,859,592,442
2025-06,北辰市,自营小程序,厨房用品,新客户,2929,1026,702,473
2025-06,北辰市,自营小程序,收纳用品,新客户,2511,812,566,384
2025-06,北辰市,自营小程序,清洁用品,新客户,2615,988,674,454
2025-06,北辰市,自营小程序,小家电,新客户,2406,703,493,335
2025-06,北辰市,自营小程序,厨房用品,老客户,2153,835,572,425
2025-06,北辰市,自营小程序,收纳用品,老客户,1845,669,457,344
2025-06,北辰市,自营小程序,清洁用品,老客户,1922,778,533,398
2025-06,北辰市,自营小程序,小家电,老客户,1768,561,383,285
2025-06,北辰市,第三方平台,厨房用品,新客户,2211,762,533,359
2025-06,北辰市,第三方平台,收纳用品,新客户,1895,613,427,287
2025-06,北辰市,第三方平台,清洁用品,新客户,1974,748,508,347
2025-06,北辰市,第三方平台,小家电,新客户,1817,525,365,247
2025-06,北辰市,第三方平台,厨房用品,老客户,1689,645,452,340
2025-06,北辰市,第三方平台,收纳用品,老客户,1447,511,356,262
2025-06,北辰市,第三方平台,清洁用品,老客户,1508,599,421,317
2025-06,北辰市,第三方平台,小家电,老客户,1387,452,315,237
2025-06,云岭市,自营App,厨房用品,新客户,3582,1278,888,611
2025-06,云岭市,自营App,收纳用品,新客户,3070,988,688,473
2025-06,云岭市,自营App,清洁用品,新客户,3198,1181,824,554
2025-06,云岭市,自营App,小家电,新客户,2942,866,588,403
2025-06,云岭市,自营App,厨房用品,老客户,2721,1072,734,542
2025-06,云岭市,自营App,收纳用品,老客户,2332,827,574,437
2025-06,云岭市,自营App,清洁用品,老客户,2429,979,669,496
2025-06,云岭市,自营App,小家电,老客户,2235,719,490,370
2025-06,云岭市,自营小程序,厨房用品,新客户,2447,856,601,415
2025-06,云岭市,自营小程序,收纳用品,新客户,2097,683,465,313
2025-06,云岭市,自营小程序,清洁用品,新客户,2184,825,564,390
2025-06,云岭市,自营小程序,小家电,新客户,2010,585,398,275
2025-06,云岭市,自营小程序,厨房用品,老客户,1816,713,496,368
2025-06,云岭市,自营小程序,收纳用品,老客户,1557,557,380,283
2025-06,云岭市,自营小程序,清洁用品,老客户,1622,648,442,330
2025-06,云岭市,自营小程序,小家电,老客户,1492,493,338,250
2025-06,云岭市,第三方平台,厨房用品,新客户,1836,658,455,307
2025-06,云岭市,第三方平台,收纳用品,新客户,1574,500,349,240
2025-06,云岭市,第三方平台,清洁用品,新客户,1640,597,410,281
2025-06,云岭市,第三方平台,小家电,新客户,1508,446,312,211
2025-06,云岭市,第三方平台,厨房用品,老客户,1432,550,382,282
2025-06,云岭市,第三方平台,收纳用品,老客户,1228,445,304,225
2025-06,云岭市,第三方平台,清洁用品,老客户,1279,519,362,267
