month,city,sales_channel,category_l1,gmv,refund_amount,net_sales,cogs,gross_profit,marketing_expense,fulfillment_expense,channel_fee,contribution_profit
2025-05,北辰市,自营App,小家电,238191.33,23496.75,214694.58,166981.90,47712.68,6669.40,6440.00,2858.30,31744.98
2025-05,北辰市,自营小程序,厨房用品,73758.60,4627.58,69131.02,45872.54,23258.48,1778.68,5964.00,737.59,14778.21
2025-05,北辰市,自营小程序,收纳用品,62086.66,4573.42,57513.24,34540.26,22972.98,1497.21,4900.00,620.87,15954.90
2025-05,北辰市,自营小程序,清洁用品,52140.15,2713.09,49427.06,30491.76,18935.30,1257.36,5818.40,521.40,11338.14
2025-05,北辰市,自营小程序,小家电,153887.83,15066.71,138821.12,109228.66,29592.46,3710.99,4233.60,1538.88,20108.99
2025-05,北辰市,第三方平台,厨房用品,64022.10,4033.35,59988.75,37735.42,22253.33,1405.32,4900.00,5249.81,10698.20
2025-05,北辰市,第三方平台,收纳用品,49664.44,3592.79,46071.65,26307.16,19764.49,1090.16,3757.60,4072.48,10844.25
2025-05,北辰市,第三方平台,清洁用品,41841.12,2159.53,39681.59,23346.72,16334.87,918.43,4424.00,3430.97,7561.47
2025-05,北辰市,第三方平台,小家电,126883.08,12233.21,114649.87,84922.82,29727.05,2785.15,3242.40,10404.41,13295.09
2025-05,云岭市,自营App,厨房用品,100975.44,6334.81,94640.63,60825.42,33815.21,2826.68,7974.40,1211.71,21802.42
2025-05,云岭市,自营App,收纳用品,80414.62,5902.62,74512.00,43314.43,31197.57,2251.10,6193.60,964.98,21787.89
2025-05,云岭市,自营App,清洁用品,67591.45,3500.32,64091.13,38571.81,25519.32,1892.14,7324.80,811.10,15491.28
2025-05,云岭市,自营App,小家电,202637.34,20019.36,182617.98,140634.88,41983.10,5672.57,5443.20,2431.65,28435.68
2025-05,云岭市,自营小程序,厨房用品,64439.04,4067.12,60371.92,39659.49,20712.43,1551.02,5185.60,644.39,13331.42
2025-05,云岭市,自营小程序,收纳用品,51899.23,3790.44,48108.79,28755.11,19353.68,1249.19,4127.20,518.99,13458.30
2025-05,云岭市,自营小程序,清洁用品,43291.67,2257.14,41034.53,25314.66,15719.87,1042.01,4838.40,432.92,9406.54
2025-05,云岭市,自营小程序,小家电,134274.69,13372.49,120902.20,94692.29,26209.91,3231.92,3656.80,1342.75,17978.44
2025-05,云岭市,第三方平台,厨房用品,53135.37,3385.22,49750.15,30895.94,18854.21,1165.14,4065.60,4357.10,9266.37
2025-05,云岭市,第三方平台,收纳用品,42936.08,3137.15,39798.93,22752.30,17046.63,941.49,3248.00,3520.76,9336.38
2025-05,云岭市,第三方平台,清洁用品,36825.49,1858.70,34966.79,20286.06,14680.73,807.50,3886.40,3019.69,6967.14
2025-05,云岭市,第三方平台,小家电,107769.39,10622.63,97146.76,72465.23,24681.53,2363.15,2772.00,8837.09,10709.29
2025-05,东澜市,自营App,厨房用品,161323.17,8410.44,152912.73,97237.48,55675.25,5462.88,11387.75,1935.88,36888.74
2025-05,东澜市,自营App,收纳用品,132212.65,8143.14,124069.51,71586.57,52482.94,4477.12,9256.65,1586.55,37162.62
2025-05,东澜市,自营App,清洁用品,110223.99,4775.99,105448.00,63259.98,42188.02,3732.51,10786.80,1322.69,26346.02
2025-05,东澜市,自营App,小家电,326846.95,26847.90,299999.05,225137.18,74861.87,11068.02,7847.70,3922.16,52023.99
2025-05,东澜市,自营小程序,厨房用品,112557.28,5836.49,106720.79,68771.43,37949.36,3241.43,8120.40,1125.57,25461.96
2025-05,东澜市,自营小程序,收纳用品,89095.35,5543.53,83551.82,49407.74,34144.08,2565.77,6357.95,890.95,24329.41
2025-05,东澜市,自营小程序,清洁用品,74108.57,3198.75,70909.82,43505.35,27404.47,2134.18,7448.75,741.09,17080.45
2025-05,东澜市,自营小程序,小家电,223522.51,18053.68,205468.83,157441.91,48026.92,6437.01,5504.50,2235.23,33850.18
2025-05,东澜市,第三方平台,厨房用品,91916.33,4811.08,87105.25,53831.66,33273.59,2369.97,6332.70,7537.14,17033.78
2025-05,东澜市,第三方平台,收纳用品,69545.78,4300.69,65245.09,36628.71,28616.38,1793.16,4731.85,5702.75,16388.62
2025-05,东澜市,第三方平台,清洁用品,61310.09,2631.15,58678.94,34298.28,24380.66,1580.82,5852.95,5027.43,11919.46
2025-05,东澜市,第三方平台,小家电,185869.60,15455.77,170413.83,124017.92,46395.91,4792.45,4322.80,15241.31,22039.35
2025-05,海岳市,自营App,厨房用品,142692.70,7425.04,135267.66,85744.81,49522.85,4773.48,10160.60,1712.31,32876.46
2025-05,海岳市,自营App,收纳用品,112916.81,6930.29,105986.52,61607.67,44378.85,3777.39,7872.95,1355.00,31373.51
2025-05,海岳市,自营App,清洁用品,97417.14,4187.27,93229.87,55892.21,37337.66,3258.89,9554.60,1169.01,23355.16
2025-05,海岳市,自营App,小家电,285683.17,23734.73,261948.44,194903.69,67044.75,9556.93,6837.70,3428.20,47221.92
2025-05,海岳市,自营小程序,厨房用品,92180.08,4741.01,87439.07,57025.23,30413.84,2615.96,6701.35,921.80,20174.73
2025-05,海岳市,自营小程序,收纳用品,72551.39,4380.83,68170.56,40422.06,27748.50,2058.92,5166.15,725.51,19797.92
2025-05,海岳市,自营小程序,清洁用品,65650.81,2789.93,62860.88,38386.03,24474.85,1863.09,6499.35,656.51,15455.90
2025-05,海岳市,自营小程序,小家电,182677.09,14946.92,167730.17,127196.27,40533.90,5184.15,4479.35,1826.77,29043.63
2025-05,海岳市,第三方平台,厨房用品,75370.08,3972.79,71397.29,44300.40,27096.89,1967.08,5166.15,6180.35,13783.31
2025-05,海岳市,第三方平台,收纳用品,60977.92,3676.37,57301.55,32425.73,24875.82,1591.46,4141.00,5000.19,14143.17
2025-05,海岳市,第三方平台,清洁用品,52711.67,2249.47,50462.20,29221.49,21240.71,1375.72,4994.45,4322.36,10548.18
2025-05,海岳市,第三方平台,小家电,152039.79,12452.83,139586.96,100931.95,38655.01,3968.07,3550.15,12467.26,18669.53
2025-05,南浦市,自营App,厨房用品,137785.12,7042.92,130742.20,83409.09,47333.11,4542.42,9491.45,1653.42,31645.82
2025-05,南浦市,自营App,收纳用品,105956.89,6512.36,99444.53,57290.22,42154.31,3493.13,7081.00,1271.48,30308.70
2025-05,南浦市,自营App,清洁用品,91940.07,3916.76,88023.31,53144.96,34878.35,3031.03,8662.10,1103.28,22081.94
2025-05,南浦市,自营App,小家电,269591.51,22118.13,247473.38,183878.85,63594.53,8887.74,6188.60,3235.10,45283.09
2025-05,南浦市,自营小程序,厨房用品,88090.95,4646.05,83444.90,54167.50,29277.40,2485.73,6130.40,880.91,19780.36
2025-05,南浦市,自营小程序,收纳用品,71970.19,4399.68,67570.51,39771.66,27798.85,2030.84,4922.75,719.70,20125.56
2025-05,南浦市,自营小程序,清洁用品,59595.40,2580.85,57014.55,35169.38,21845.17,1681.65,5752.10,595.95,13815.47
2025-05,南浦市,自营小程序,小家电,182938.43,15017.29,167921.14,127638.95,40282.19,5162.12,4311.65,1829.38,28979.04
2025-05,南浦市,第三方平台,厨房用品,71961.00,3727.67,68233.33,42037.58,26195.75,1861.09,4777.25,5900.80,13656.61
2025-05,南浦市,第三方平台,收纳用品,57829.43,3583.74,54245.69,30419.71,23825.98,1495.61,3758.75,4742.01,13829.61
2025-05,南浦市,第三方平台,清洁用品,48994.92,2125.91,46869.01,27458.80,19410.21,1267.13,4476.55,4017.58,9648.95
2025-05,南浦市,第三方平台,小家电,145141.18,11744.50,133396.68,96265.48,37131.20,3753.71,3259.20,11901.58,18216.71
2025-05,榕川市,自营App,厨房用品,116302.48,5953.16,110349.32,70143.43,40205.89,3793.39,8002.50,1395.63,27014.37
2025-05,榕川市,自营App,收纳用品,92041.30,5639.74,86401.56,49879.84,36521.72,3002.08,6193.45,1104.50,26221.69
2025-05,榕川市,自营App,清洁用品,76584.85,3358.19,73226.66,43760.74,29465.92,2497.94,7236.20,919.02,18812.76
2025-05,榕川市,自营App,小家电,230922.16,18988.79,211933.37,159103.88,52829.49,7531.90,5373.80,2771.07,37152.72
2025-05,榕川市,自营小程序,厨房用品,75691.63,3869.89,71821.74,46214.57,25607.17,2137.72,5228.30,756.92,17484.23
2025-05,榕川市,自营小程序,收纳用品,60380.84,3676.05,56704.79,33530.27,23174.52,1705.31,4127.35,603.81,16738.05
2025-05,榕川市,自营小程序,清洁用品,52614.60,2236.12,50378.48,30580.07,19798.41,1485.97,5063.40,526.15,12722.89
2025-05,榕川市,自营小程序,小家电,152302.55,12470.45,139832.10,105986.70,33845.40,4301.41,3593.85,1523.03,24427.11
2025-05,榕川市,第三方平台,厨房用品,63036.37,3275.06,59761.31,36620.89,23140.42,1617.51,4171.00,5168.98,12182.93
2025-05,榕川市,第三方平台,收纳用品,50160.12,3035.32,47124.80,26390.72,20734.08,1287.10,3259.20,4113.13,12074.65
2025-05,榕川市,第三方平台,清洁用品,41507.18,1758.14,39749.04,23039.19,16709.85,1065.07,3841.20,3403.59,8399.99
2025-05,榕川市,第三方平台,小家电,125482.52,10269.96,115212.56,83480.99,31731.57,3219.86,2813.00,10289.57,15409.14
2025-06,北辰市,自营App,厨房用品,112711.49,6865.75,105845.74,68057.19,37788.55,3197.44,8864.80,1352.54,24373.77
2025-06,北辰市,自营App,收纳用品,89877.59,6544.19,83333.40,49389.85,33943.55,2549.68,7022.40,1078.53,23292.94
2025-06,北辰市,自营App,清洁用品,78130.61,4028.02,74102.59,45018.48,29084.11,2216.44,8500.80,937.57,17429.30
2025-06,北辰市,自营App,小家电,234337.94,22788.73,211549.21,160246.87,51302.34,6647.78,6204.80,2812.06,35637.70
2025-06,北辰市,自营小程序,厨房用品,75389.48,4686.13,70703.35,46895.49,23807.86,1823.81,6042.40,753.89,15187.76
2025-06,北辰市,自营小程序,收纳用品,62620.40,4625.08,57995.32,34809.51,23185.81,1514.90,4916.80,626.20,16127.91
2025-06,北辰市,自营小程序,清洁用品,51181.38,2661.81,48519.57,30108.30,18411.27,1238.17,5706.40,511.81,10954.89
2025-06,北辰市,自营小程序,小家电,151705.66,14940.90,136764.76,107003.68,29761.08,3670.04,4144.00,1517.06,20429.98
2025-06,北辰市,第三方平台,厨房用品,61398.19,3869.68,57528.51,36389.19,21139.32,1359.22,4732.00,5034.65,10013.45
2025-06,北辰市,第三方平台,收纳用品,49376.45,3581.69,45794.76,26120.14,19674.62,1093.08,3696.00,4048.87,10836.67
2025-06,北辰市,第三方平台,清洁用品,41957.40,2183.72,39773.68,23645.45,16128.23,928.84,4474.40,3440.51,7284.48
2025-06,北辰市,第三方平台,小家电,125388.24,12216.95,113171.29,83926.89,29244.40,2775.82,3253.60,10281.84,12933.14
2025-06,云岭市,自营App,厨房用品,97930.81,6163.66,91767.15,59228.94,32538.21,2743.14,7700.00,1175.17,20919.90
2025-06,云岭市,自营App,收纳用品,79348.93,5834.90,73514.03,42638.65,30875.38,2222.65,6143.20,952.19,21557.34
2025-06,云岭市,自营App,清洁用品,64198.88,3341.11,60857.77,36827.51,24030.26,1798.28,7016.80,770.39,14444.79
2025-06,云岭市,自营App,小家电,196301.71,19354.08,176947.63,134725.36,42222.27,5498.61,5224.80,2355.62,29143.24
2025-06,云岭市,自营小程序,厨房用品,65466.40,4123.90,61342.50,40295.07,21047.43,1581.02,5258.40,654.66,13553.35
2025-06,云岭市,自营小程序,收纳用品,50191.01,3716.67,46474.34,27711.10,18763.24,1212.12,3987.20,501.91,13062.01
2025-06,云岭市,自营小程序,清洁用品,43745.04,2250.66,41494.38,25423.56,16070.82,1056.44,4844.00,437.45,9732.93
2025-06,云岭市,自营小程序,小家电,130193.21,12830.87,117362.34,91169.40,26192.94,3144.18,3533.60,1301.93,18213.23
2025-06,云岭市,第三方平台,厨房用品,51704.96,3228.65,48476.31,30243.69,18232.62,1124.91,3936.80,4239.81,8931.10
2025-06,云岭市,第三方平台,收纳用品,41659.62,3040.45,38619.17,21757.26,16861.91,906.36,3130.40,3416.09,9409.06
2025-06,云岭市,第三方平台,清洁用品,35165.94,1801.12,33364.82,19371.96,13992.86,765.09,3662.40,2883.61,6681.76
2025-06,云岭市,第三方平台,小家电,105973.61,10413.28,95560.33,70831.85,24728.48,2305.60,2766.40,8689.84,10966.64
2025-06,东澜市,自营App,厨房用品,167486.91,8668.12,158818.79,100113.23,58705.56,5643.31,11907.90,2009.84,39144.51
2025-06,东澜市,自营App,收纳用品,134256.49,8165.71,126090.78,73107.75,52983.03,4523.64,9418.25,1611.08,37430.06
2025-06,东澜市,自营App,清洁用品,113481.72,4914.79,108566.93,65297.35,43269.58,3823.65,11115.05,1361.78,26969.10
2025-06,东澜市,自营App,小家电,330679.95,27535.70,303144.25,225029.93,78114.32,11141.94,7923.45,3968.16,55080.77
2025-06,东澜市,自营小程序,厨房用品,106193.01,5501.05,100691.96,64872.96,35819.00,3058.35,7686.10,1061.93,24012.62
2025-06,东澜市,自营小程序,收纳用品,85749.51,5197.95,80551.56,47431.33,33120.23,2469.58,6105.45,857.50,23687.70
2025-06,东澜市,自营小程序,清洁用品,75233.25,3209.79,72023.46,44351.62,27671.84,2166.72,7615.40,752.33,17137.39
2025-06,东澜市,自营小程序,小家电,221958.50,17909.37,204049.13,155093.92,48955.21,6392.39,5428.75,2219.58,34914.49
2025-06,东澜市,第三方平台,厨房用品,88236.47,4495.88,83740.59,51819.11,31921.48,2256.35,6100.40,7235.39,16329.34
2025-06,东澜市,第三方平台,收纳用品,70216.20,4238.36,65977.84,36878.52,29099.32,1795.54,4731.85,5757.73,16814.20
2025-06,东澜市,第三方平台,清洁用品,60499.60,2611.79,57887.81,33768.58,24119.23,1547.08,5762.05,4960.97,11849.13
2025-06,东澜市,第三方平台,小家电,181511.73,14722.23,166789.50,120554.18,46235.32,4641.56,4252.10,14883.96,22457.70
2025-06,海岳市,自营App,厨房用品,139283.23,7264.71,132018.52,83961.20,48057.32,4734.18,10059.60,1671.40,31592.14
2025-06,海岳市,自营App,收纳用品,113313.91,6987.87,106326.04,61990.27,44335.77,3851.49,7908.30,1359.77,31216.21
2025-06,海岳市,自营App,清洁用品,94531.03,4022.23,90508.80,54150.18,36358.62,3213.07,9297.05,1134.37,22714.13
2025-06,海岳市,自营App,小家电,278457.22,22808.21,255649.01,188954.18,66694.83,9464.64,6676.10,3341.49,47212.60
2025-06,海岳市,自营小程序,厨房用品,92308.31,4861.24,87447.07,56272.23,31174.84,2664.97,6691.25,923.08,20895.54
2025-06,海岳市,自营小程序,收纳用品,72583.20,4370.91,68212.29,40586.20,27626.09,2095.50,5181.30,725.83,19623.46
2025-06,海岳市,自营小程序,清洁用品,63463.32,2727.67,60735.65,37317.39,23418.26,1832.20,6373.10,634.63,14578.33
2025-06,海岳市,自营小程序,小家电,187357.37,15343.66,172013.71,130490.79,41522.92,5409.06,4595.50,1873.57,29644.79
2025-06,海岳市,第三方平台,厨房用品,73892.04,3885.42,70006.62,42914.93,27091.69,1929.93,5070.20,6059.15,14032.41
2025-06,海岳市,第三方平台,收纳用品,58541.94,3575.18,54966.76,31116.89,23849.87,1529.01,3994.55,4800.44,13525.87
2025-06,海岳市,第三方平台,清洁用品,51550.34,2234.33,49316.01,28830.92,20485.09,1346.40,4893.45,4227.13,10018.11
2025-06,海岳市,第三方平台,小家电,151563.05,12469.61,139093.44,100271.18,38822.26,3958.55,3519.85,12428.17,18915.69
2025-06,南浦市,自营App,厨房用品,139935.95,7262.65,132673.30,84443.51,48229.79,4532.81,9598.15,1679.23,32419.60
2025-06,南浦市,自营App,收纳用品,111750.04,6727.67,105022.37,60787.25,44235.12,3619.81,7532.05,1341.00,31742.26
2025-06,南浦市,自营App,清洁用品,93831.72,4012.52,89819.20,53402.36,36416.84,3039.40,8894.90,1125.98,23356.56
2025-06,南浦市,自营App,小家电,281124.53,23183.40,257941.13,194371.44,63569.69,9106.19,6494.15,3373.49,44595.86
2025-06,南浦市,自营小程序,厨房用品,88300.30,4675.72,83624.58,54302.70,29321.88,2479.50,6237.10,883.00,19722.28
2025-06,南浦市,自营小程序,收纳用品,74981.05,4607.22,70373.83,41180.77,29193.06,2105.49,5107.05,749.81,21230.71
2025-06,南浦市,自营小程序,清洁用品,62006.68,2704.28,59302.40,35886.61,23415.79,1741.17,5965.50,620.07,15089.05
2025-06,南浦市,自营小程序,小家电,186955.02,15508.53,171446.49,131006.23,40440.26,5249.76,4369.85,1869.55,28951.10
2025-06,南浦市,第三方平台,厨房用品,72160.11,3727.84,68432.27,41945.41,26486.86,1853.50,4772.40,5917.13,13943.83
2025-06,南浦市,第三方平台,收纳用品,57637.94,3477.65,54160.29,30397.98,23762.31,1480.48,3758.75,4726.31,13796.77
2025-06,南浦市,第三方平台,清洁用品,49258.74,2137.45,47121.29,27182.27,19939.02,1265.26,4544.45,4039.22,10090.09
2025-06,南浦市,第三方平台,小家电,141143.10,11414.10,129729.00,94544.91,35184.09,3625.39,3176.75,11573.73,16808.22
2025-06,榕川市,自营App,厨房用品,118028.80,6147.47,111881.33,70860.07,41021.26,3808.51,8021.90,1416.35,27774.50
2025-06,榕川市,自营App,收纳用品,90780.49,5518.88,85261.61,49164.50,36097.11,2929.27,6077.05,1089.37,26001.42
2025-06,榕川市,自营App,清洁用品,77481.97,3281.40,74200.57,44157.96,30042.61,2500.16,7323.50,929.78,19289.17
2025-06,榕川市,自营App,小家电,233120.99,19457.58,213663.41,162144.35,51519.06,7522.27,5378.65,2797.45,35820.69
2025-06,榕川市,自营小程序,厨房用品,75004.66,3914.71,71089.95,46064.00,25025.95,2117.56,5267.10,750.05,16891.24
2025-06,榕川市,自营小程序,收纳用品,61522.80,3723.88,57798.92,33889.99,23908.93,1736.93,4190.40,615.23,17366.37
2025-06,榕川市,自营小程序,清洁用品,51040.73,2234.72,48806.01,29505.91,19300.10,1441.00,4874.25,510.41,12474.44
2025-06,榕川市,自营小程序,小家电,150179.93,12469.98,137709.95,106025.52,31684.43,4239.94,3550.20,1501.80,22392.49
2025-06,榕川市,第三方平台,厨房用品,61596.71,3188.88,58407.83,35884.33,22523.50,1600.06,4083.70,5050.93,11788.81
2025-06,榕川市,第三方平台,收纳用品,47844.16,2870.75,44973.41,25164.31,19809.10,1242.82,3128.25,3923.22,11514.81
2025-06,榕川市,第三方平台,清洁用品,40626.81,1735.44,38891.37,22634.48,16256.89,1055.33,3758.75,3331.40,8111.41
2025-06,榕川市,第三方平台,小家电,121515.20,9944.42,111570.78,82249.79,29320.99,3156.52,2725.70,9964.25,13474.52
2025-07,北辰市,自营App,厨房用品,111537.96,6901.69,104636.27,67526.98,37109.29,3123.15,8853.60,1338.46,23794.08
2025-07,北辰市,自营App,收纳用品,91966.64,6754.63,85212.01,49483.20,35728.81,2575.14,7078.40,1103.60,24971.67
2025-07,北辰市,自营App,清洁用品,76730.61,3924.92,72805.69,44001.99,28803.70,2148.51,8439.20,920.77,17295.22
2025-07,北辰市,自营App,小家电,239767.33,23620.29,216147.04,164080.51,52066.53,6713.66,6378.40,2877.21,36097.26
2025-07,北辰市,自营小程序,厨房用品,73637.02,4559.29,69077.73,45623.29,23454.44,1756.26,5947.20,736.37,15014.61
2025-07,北辰市,自营小程序,收纳用品,60224.08,4394.03,55830.05,33053.74,22776.31,1436.36,4726.40,602.24,16011.31
2025-07,北辰市,自营小程序,清洁用品,50426.93,2578.60,47848.33,29474.96,18373.37,1202.70,5656.00,504.27,11010.40
2025-07,北辰市,自营小程序,小家电,151004.73,14888.36,136116.37,106184.47,29931.90,3601.50,4138.40,1510.05,20681.95
2025-07,北辰市,第三方平台,厨房用品,59189.04,3632.13,55556.91,34641.83,20915.08,1317.88,4508.00,4853.50,10235.70
2025-07,北辰市,第三方平台,收纳用品,45875.34,3317.27,42558.07,24123.86,18434.21,1021.44,3488.80,3761.78,10162.19
2025-07,北辰市,第三方平台,清洁用品,41146.28,2129.22,39017.06,22656.21,16360.85,916.14,4312.00,3373.99,7758.72
2025-07,北辰市,第三方平台,小家电,120685.33,11999.99,108685.34,80279.73,28405.61,2687.13,3130.40,9896.20,12691.88
2025-07,云岭市,自营App,厨房用品,100735.36,6312.75,94422.61,60600.52,33822.09,2788.77,7940.80,1208.82,21883.70
2025-07,云岭市,自营App,收纳用品,78349.20,5771.51,72577.69,42656.59,29921.10,2169.03,6109.60,940.19,20702.28
2025-07,云岭市,自营App,清洁用品,66816.88,3415.75,63401.13,38076.13,25325.00,1849.77,7268.80,801.80,15404.63
2025-07,云岭市,自营App,小家电,200723.94,19587.14,181136.80,138358.99,42777.81,5556.87,5331.20,2408.69,29481.05
2025-07,云岭市,自营小程序,厨房用品,62618.08,3898.80,58719.28,38157.65,20561.63,1526.56,5023.20,626.18,13385.69
2025-07,云岭市,自营小程序,收纳用品,49016.20,3592.17,45424.03,27083.60,18340.43,1194.96,3880.80,490.16,12774.51
2025-07,云岭市,自营小程序,清洁用品,41952.12,2165.82,39786.30,24461.88,15324.42,1022.75,4648.00,419.52,9234.15
2025-07,云岭市,自营小程序,小家电,128417.82,12628.83,115788.99,89966.44,25822.55,3130.69,3472.00,1284.18,17935.68
2025-07,云岭市,第三方平台,厨房用品,51573.29,3234.16,48339.13,29787.53,18551.60,1159.82,3931.20,4229.01,9231.57
2025-07,云岭市,第三方平台,收纳用品,41684.18,3075.97,38608.21,21921.41,16686.80,937.43,3130.40,3418.10,9200.87
2025-07,云岭市,第三方平台,清洁用品,35564.93,1834.97,33729.96,19872.79,13857.17,799.81,3757.60,2916.32,6383.44
2025-07,云岭市,第三方平台,小家电,104206.10,10132.90,94073.20,69485.16,24588.04,2343.47,2704.80,8544.90,10994.87
2025-07,东澜市,自营App,厨房用品,159683.67,8303.57,151380.10,96723.26,54656.84,5352.51,11372.60,1916.20,36015.53
2025-07,东澜市,自营App,收纳用品,126917.44,7692.38,119225.06,69016.86,50208.20,4254.20,8872.85,1523.01,35558.14
2025-07,东澜市,自营App,清洁用品,108993.54,4653.95,104339.59,62175.73,42163.86,3653.40,10741.35,1307.92,26461.19
2025-07,东澜市,自营App,小家电,319574.79,26158.09,293416.70,219553.37,73863.33,10711.96,7665.90,3834.90,51650.57
2025-07,东澜市,自营小程序,厨房用品,105452.81,5455.46,99997.35,65263.84,34733.51,3052.24,7620.45,1054.53,23006.29
2025-07,东澜市,自营小程序,收纳用品,84596.32,5075.88,79520.44,46735.39,32785.05,2448.56,5974.15,845.96,23516.38
2025-07,东澜市,自营小程序,清洁用品,71369.74,3068.04,68301.70,41478.19,26823.51,2065.73,7165.95,713.70,16878.13
2025-07,东澜市,自营小程序,小家电,210862.52,17240.81,193621.71,147018.80,46602.91,6103.23,5166.15,2108.63,33224.90
2025-07,东澜市,第三方平台,厨房用品,83330.88,4338.75,78992.13,49383.49,29608.64,2189.85,5807.50,6833.13,14778.16
2025-07,东澜市,第三方平台,收纳用品,70096.28,4334.24,65762.04,37137.53,28624.51,1842.06,4797.50,5747.89,16237.06
2025-07,东澜市,第三方平台,清洁用品,59647.89,2554.77,57093.12,33161.34,23931.78,1567.49,5681.25,4891.13,11791.91
2025-07,东澜市,第三方平台,小家电,176575.48,14501.33,162074.15,118527.05,43547.10,4640.22,4125.85,14479.19,20301.84
2025-07,海岳市,自营App,厨房用品,142548.23,7370.55,135177.68,85891.38,49286.30,4772.53,10135.35,1710.58,32667.84
2025-07,海岳市,自营App,收纳用品,110556.27,6693.79,103862.48,60041.20,43821.28,3701.43,7711.35,1326.68,31081.82
2025-07,海岳市,自营App,清洁用品,95783.27,4135.82,91647.45,55120.73,36526.72,3206.83,9458.65,1149.40,22711.84
2025-07,海岳市,自营App,小家电,290994.03,23897.22,267096.81,200929.05,66167.76,9742.51,6994.25,3491.93,45939.07
2025-07,海岳市,自营小程序,厨房用品,90776.35,4718.42,86057.93,56187.48,29870.45,2633.39,6600.35,907.76,19728.95
2025-07,海岳市,自营小程序,收纳用品,71683.78,4384.18,67299.60,39840.86,27458.74,2079.52,5151.00,716.84,19511.38
2025-07,海岳市,自营小程序,清洁用品,60199.71,2586.30,57613.41,35063.98,22549.43,1746.38,5974.15,602.00,14226.90
2025-07,海岳市,自营小程序,小家电,180975.18,14828.22,166146.96,127904.84,38242.12,5250.03,4454.10,1809.75,26728.24
2025-07,海岳市,第三方平台,厨房用品,73880.18,3893.38,69986.80,43254.74,26732.06,1917.80,5145.95,6058.17,13610.14
2025-07,海岳市,第三方平台,收纳用品,60313.03,3691.85,56621.18,31763.30,24857.88,1565.62,4085.45,4945.67,14261.14
2025-07,海岳市,第三方平台,清洁用品,51427.67,2257.80,49169.87,28584.00,20585.87,1334.98,4888.40,4217.07,10145.42
2025-07,海岳市,第三方平台,小家电,156071.53,12910.79,143160.74,104256.29,38904.45,4051.35,3620.85,12797.87,18434.38
2025-07,南浦市,自营App,厨房用品,135369.18,7150.57,128218.61,81032.13,47186.48,4413.52,9248.95,1624.43,31899.58
2025-07,南浦市,自营App,收纳用品,108716.55,6650.34,102066.21,58304.70,43761.51,3544.55,7299.25,1304.60,31613.11
2025-07,南浦市,自营App,清洁用品,91418.44,3947.14,87471.30,52635.47,34835.83,2980.57,8608.75,1097.02,22149.49
2025-07,南浦市,自营App,小家电,268450.84,22216.13,246234.71,184889.81,61344.90,8752.45,6159.50,3221.41,43211.54
2025-07,南浦市,自营小程序,厨房用品,93055.09,4817.58,88237.51,57196.12,31041.39,2596.25,6450.50,930.55,21064.09
2025-07,南浦市,自营小程序,收纳用品,72281.62,4347.20,67934.42,39590.83,28343.59,2016.67,4942.15,722.82,20661.95
2025-07,南浦市,自营小程序,清洁用品,59854.48,2562.00,57292.48,35071.40,22221.08,1669.95,5766.65,598.54,14185.94
2025-07,南浦市,自营小程序,小家电,182293.02,15230.83,167062.19,128483.73,38578.46,5086.01,4263.15,1822.93,27406.37
2025-07,南浦市,第三方平台,厨房用品,73976.63,3894.59,70082.04,43412.72,26669.32,1863.29,4942.15,6066.08,13797.80
2025-07,南浦市,第三方平台,收纳用品,59990.33,3707.05,56283.28,31143.24,25140.04,1511.01,3899.40,4919.21,14810.42
2025-07,南浦市,第三方平台,清洁用品,51416.77,2212.70,49204.07,28481.49,20722.58,1295.07,4680.25,4216.18,10531.08
2025-07,南浦市,第三方平台,小家电,148479.65,12289.16,136190.49,99456.20,36734.29,3739.84,3322.25,12175.33,17496.87
2025-07,榕川市,自营App,厨房用品,118030.96,6140.94,111890.02,71053.68,40836.34,3850.96,8021.90,1416.37,27547.11
2025-07,榕川市,自营App,收纳用品,92172.51,5688.10,86484.41,50535.29,35949.12,3007.28,6227.40,1106.07,25608.37
2025-07,榕川市,自营App,清洁用品,78331.14,3311.10,75020.04,45099.90,29920.14,2555.69,7439.90,939.97,18984.58
2025-07,榕川市,自营App,小家电,239562.42,19699.71,219862.71,164321.67,55541.04,7816.13,5553.25,2874.75,39296.91
2025-07,榕川市,自营小程序,厨房用品,73961.31,3864.24,70097.07,45632.81,24464.26,2077.35,5199.20,739.61,16448.10
2025-07,榕川市,自营小程序,收纳用品,57161.76,3523.98,53637.78,31941.70,21696.08,1605.50,3962.45,571.62,15556.51
2025-07,榕川市,自营小程序,清洁用品,50117.00,2149.67,47967.33,29358.36,18608.97,1407.63,4796.65,501.17,11903.52
2025-07,榕川市,自营小程序,小家电,151645.22,12213.57,139431.65,106226.31,33205.34,4259.26,3593.85,1516.45,23835.78
2025-07,榕川市,第三方平台,厨房用品,61146.32,3177.39,57968.93,35825.28,22143.65,1553.93,4044.90,5014.00,11530.82
2025-07,榕川市,第三方平台,收纳用品,48480.98,2965.96,45515.02,25599.85,19915.17,1232.06,3162.20,3975.44,11545.47
2025-07,榕川市,第三方平台,清洁用品,43525.72,1875.77,41649.95,24240.50,17409.45,1106.13,3972.15,3569.11,8762.06
