month,city,sales_channel,traffic_source,customer_type,visit_users,product_detail_users,paying_customers
2025-04,东澜市,自营小程序,私域触达,老客户,3303,2342,552
2025-04,东澜市,第三方平台,自然流量,新客户,9542,6100,1057
2025-04,东澜市,第三方平台,付费投放,新客户,6213,2970,370
2025-04,东澜市,第三方平台,内容合作,新客户,2441,1393,212
2025-04,东澜市,第三方平台,自然流量,老客户,7033,4847,1026
2025-04,东澜市,第三方平台,付费投放,老客户,4579,2409,367
2025-04,东澜市,第三方平台,内容合作,老客户,1799,1082,201
2025-04,海岳市,自营App,自然流量,新客户,12411,8027,1320
2025-04,海岳市,自营App,付费投放,新客户,8081,3842,455
2025-04,海岳市,自营App,私域触达,新客户,5195,3497,679
2025-04,海岳市,自营App,内容合作,新客户,3175,1782,258
2025-04,海岳市,自营App,自然流量,老客户,9567,6658,1360
2025-04,海岳市,自营App,付费投放,老客户,6230,3178,467
2025-04,海岳市,自营App,私域触达,老客户,4005,2932,707
2025-04,海岳市,自营App,内容合作,老客户,2448,1471,264
2025-04,海岳市,自营小程序,自然流量,新客户,9518,6206,1009
2025-04,海岳市,自营小程序,付费投放,新客户,6197,2909,341
2025-04,海岳市,自营小程序,私域触达,新客户,3984,2649,508
2025-04,海岳市,自营小程序,自然流量,老客户,7003,4746,939
2025-04,海岳市,自营小程序,付费投放,老客户,4560,2404,342
2025-04,海岳市,自营小程序,私域触达,老客户,2932,2100,490
2025-04,海岳市,第三方平台,自然流量,新客户,8490,5496,946
2025-04,海岳市,第三方平台,付费投放,新客户,5528,2625,325
2025-04,海岳市,第三方平台,内容合作,新客户,2172,1238,187
2025-04,海岳市,第三方平台,自然流量,老客户,6274,4197,880
2025-04,海岳市,第三方平台,付费投放,老客户,4085,2162,326
2025-04,海岳市,第三方平台,内容合作,老客户,1605,969,179
2025-04,南浦市,自营App,自然流量,新客户,12140,7793,1277
2025-04,南浦市,自营App,付费投放,新客户,7905,3839,453
2025-04,南浦市,自营App,私域触达,新客户,5082,3468,670
2025-04,南浦市,自营App,内容合作,新客户,3106,1733,250
2025-04,南浦市,自营App,自然流量,老客户,8543,5843,1156
2025-04,南浦市,自营App,付费投放,老客户,5563,2956,421
2025-04,南浦市,自营App,私域触达,老客户,3576,2534,591
2025-04,南浦市,自营App,内容合作,老客户,2186,1314,229
2025-04,南浦市,自营小程序,自然流量,新客户,9154,5901,947
2025-04,南浦市,自营小程序,付费投放,新客户,5960,2838,328
2025-04,南浦市,自营小程序,私域触达,新客户,3832,2572,487
2025-04,南浦市,自营小程序,自然流量,老客户,6472,4495,890
2025-04,南浦市,自营小程序,付费投放,老客户,4214,2245,320
2025-04,南浦市,自营小程序,私域触达,老客户,2709,1912,447
2025-04,南浦市,第三方平台,自然流量,新客户,7597,4770,825
2025-04,南浦市,第三方平台,付费投放,新客户,4947,2338,291
2025-04,南浦市,第三方平台,内容合作,新客户,1944,1136,173
2025-04,南浦市,第三方平台,自然流量,老客户,5959,4056,847
2025-04,南浦市,第三方平台,付费投放,老客户,3880,1990,299
2025-04,南浦市,第三方平台,内容合作,老客户,1525,939,172
2025-04,榕川市,自营App,自然流量,新客户,9970,6230,1001
2025-04,榕川市,自营App,付费投放,新客户,6492,3117,361
2025-04,榕川市,自营App,私域触达,新客户,4173,2904,550
2025-04,榕川市,自营App,内容合作,新客户,2550,1479,209
2025-04,榕川市,自营App,自然流量,老客户,7547,5023,995
2025-04,榕川市,自营App,付费投放,老客户,4915,2515,359
2025-04,榕川市,自营App,私域触达,老客户,3159,2273,532
2025-04,榕川市,自营App,内容合作,老客户,1931,1149,200
2025-04,榕川市,自营小程序,自然流量,新客户,7606,4753,764
2025-04,榕川市,自营小程序,付费投放,新客户,4952,2364,274
2025-04,榕川市,自营小程序,私域触达,新客户,3184,2158,410
2025-04,榕川市,自营小程序,自然流量,老客户,5426,3776,755
2025-04,榕川市,自营小程序,付费投放,老客户,3533,1819,262
2025-04,榕川市,自营小程序,私域触达,老客户,2271,1648,389
2025-04,榕川市,第三方平台,自然流量,新客户,6647,4235,743
2025-04,榕川市,第三方平台,付费投放,新客户,4328,2061,260
2025-04,榕川市,第三方平台,内容合作,新客户,1700,983,152
2025-04,榕川市,第三方平台,自然流量,老客户,4837,3280,712
2025-04,榕川市,第三方平台,付费投放,老客户,3150,1661,259
2025-04,榕川市,第三方平台,内容合作,老客户,1238,740,141
2025-05,北辰市,自营App,自然流量,新客户,11428,7279,1209
2025-05,北辰市,自营App,付费投放,新客户,7441,3653,437
2025-05,北辰市,自营App,私域触达,新客户,4784,3280,643
2025-05,北辰市,自营App,内容合作,新客户,2923,1704,249
2025-05,北辰市,自营App,自然流量,老客户,7997,5379,1077
2025-05,北辰市,自营App,付费投放,老客户,5207,2744,396
2025-05,北辰市,自营App,私域触达,老客户,3348,2355,556
2025-05,北辰市,自营App,内容合作,老客户,2046,1223,215
2025-05,北辰市,自营小程序,自然流量,新客户,8138,5222,826
2025-05,北辰市,自营小程序,付费投放,新客户,5299,2568,292
2025-05,北辰市,自营小程序,私域触达,新客户,3406,2317,433
2025-05,北辰市,自营小程序,自然流量,老客户,6038,4184,832
2025-05,北辰市,自营小程序,付费投放,老客户,3931,2015,288
2025-05,北辰市,自营小程序,私域触达,老客户,2527,1843,432
2025-05,北辰市,第三方平台,自然流量,新客户,7066,4559,795
2025-05,北辰市,第三方平台,付费投放,新客户,4601,2176,273
2025-05,北辰市,第三方平台,内容合作,新客户,1808,1053,161
2025-05,北辰市,第三方平台,自然流量,老客户,5369,3647,764
2025-05,北辰市,第三方平台,付费投放,老客户,3496,1780,269
2025-05,北辰市,第三方平台,内容合作,老客户,1373,853,157
2025-05,云岭市,自营App,自然流量,新客户,9485,5965,971
2025-05,云岭市,自营App,付费投放,新客户,6177,2943,345
2025-05,云岭市,自营App,私域触达,新客户,3971,2765,531
2025-05,云岭市,自营App,内容合作,新客户,2426,1372,196
2025-05,云岭市,自营App,自然流量,老客户,6922,4667,939
2025-05,云岭市,自营App,付费投放,老客户,4508,2322,336
2025-05,云岭市,自营App,私域触达,老客户,2898,2059,489
2025-05,云岭市,自营App,内容合作,老客户,1771,1104,195
2025-05,云岭市,自营小程序,自然流量,新客户,7194,4560,738
2025-05,云岭市,自营小程序,付费投放,新客户,4685,2244,261
2025-05,云岭市,自营小程序,私域触达,新客户,3011,2080,397
2025-05,云岭市,自营小程序,自然流量,老客户,4968,3386,669
2025-05,云岭市,自营小程序,付费投放,老客户,3235,1706,242
2025-05,云岭市,自营小程序,私域触达,老客户,2080,1471,343
2025-05,云岭市,第三方平台,自然流量,新客户,6176,4005,697
2025-05,云岭市,第三方平台,付费投放,新客户,4021,1894,237
2025-05,云岭市,第三方平台,内容合作,新客户,1580,917,141
2025-05,云岭市,第三方平台,自然流量,老客户,4411,3014,636
2025-05,云岭市,第三方平台,付费投放,老客户,2872,1529,232
2025-05,云岭市,第三方平台,内容合作,老客户,1129,694,129
2025-05,东澜市,自营App,自然流量,新客户,15872,10031,1637
2025-05,东澜市,自营App,付费投放,新客户,10336,4907,577
2025-05,东澜市,自营App,私域触达,新客户,6644,4442,856
2025-05,东澜市,自营App,内容合作,新客户,4060,2276,327
2025-05,东澜市,自营App,自然流量,老客户,10974,7356,1464
2025-05,东澜市,自营App,付费投放,老客户,7146,3689,528
2025-05,东澜市,自营App,私域触达,老客户,4594,3352,787
2025-05,东澜市,自营App,内容合作,老客户,2807,1755,307
2025-05,东澜市,自营小程序,自然流量,新客户,12061,7775,1243
2025-05,东澜市,自营小程序,付费投放,新客户,7853,3725,429
2025-05,东澜市,自营小程序,私域触达,新客户,5049,3449,651
2025-05,东澜市,自营小程序,自然流量,老客户,8631,5988,1185
2025-05,东澜市,自营小程序,付费投放,老客户,5620,2903,414
2025-05,东澜市,自营小程序,私域触达,老客户,3613,2571,601
2025-05,东澜市,第三方平台,自然流量,新客户,10278,6609,1155
2025-05,东澜市,第三方平台,付费投放,新客户,6693,3136,394
2025-05,东澜市,第三方平台,内容合作,新客户,2629,1534,236
2025-05,东澜市,第三方平台,自然流量,老客户,7606,5278,1106
2025-05,东澜市,第三方平台,付费投放,老客户,4952,2555,386
2025-05,东澜市,第三方平台,内容合作,老客户,1946,1210,223
2025-05,海岳市,自营App,自然流量,新客户,13781,8755,1435
2025-05,海岳市,自营App,付费投放,新客户,8973,4369,515
2025-05,海岳市,自营App,私域触达,新客户,5769,3994,772
2025-05,海岳市,自营App,内容合作,新客户,3525,2059,297
2025-05,海岳市,自营App,自然流量,老客户,9405,6516,1287
2025-05,海岳市,自营App,付费投放,老客户,6125,3161,449
2025-05,海岳市,自营App,私域触达,老客户,3937,2891,674
2025-05,海岳市,自营App,内容合作,老客户,2406,1448,252
2025-05,海岳市,自营小程序,自然流量,新客户,9794,6384,1043
2025-05,海岳市,自营小程序,付费投放,新客户,6377,3072,362
2025-05,海岳市,自营小程序,私域触达,新客户,4100,2779,536
2025-05,海岳市,自营小程序,自然流量,老客户,7074,4840,972
2025-05,海岳市,自营小程序,付费投放,老客户,4607,2388,345
2025-05,海岳市,自营小程序,私域触达,老客户,2961,2169,514
2025-05,海岳市,第三方平台,自然流量,新客户,8863,5798,1008
2025-05,海岳市,第三方平台,付费投放,新客户,5772,2725,341
2025-05,海岳市,第三方平台,内容合作,新客户,2267,1292,198
2025-05,海岳市,第三方平台,自然流量,老客户,6245,4289,902
2025-05,海岳市,第三方平台,付费投放,老客户,4067,2126,322
2025-05,海岳市,第三方平台,内容合作,老客户,1598,957,177
2025-05,南浦市,自营App,自然流量,新客户,12340,7728,1261
2025-05,南浦市,自营App,付费投放,新客户,8036,3837,451
2025-05,南浦市,自营App,私域触达,新客户,5166,3495,673
2025-05,南浦市,自营App,内容合作,新客户,3157,1767,253
2025-05,南浦市,自营App,自然流量,老客户,9313,6448,1298
2025-05,南浦市,自营App,付费投放,老客户,6064,3081,447
2025-05,南浦市,自营App,私域触达,老客户,3899,2835,674
2025-05,南浦市,自营App,内容合作,老客户,2382,1449,257
2025-05,南浦市,自营小程序,自然流量,新客户,9212,5832,935
2025-05,南浦市,自营小程序,付费投放,新客户,5999,2864,331
2025-05,南浦市,自营小程序,私域触达,新客户,3856,2646,501
2025-05,南浦市,自营小程序,自然流量,老客户,7135,4765,946
2025-05,南浦市,自营小程序,付费投放,老客户,4646,2356,337
2025-05,南浦市,自营小程序,私域触达,老客户,2986,2184,511
2025-05,南浦市,第三方平台,自然流量,新客户,8214,5191,888
2025-05,南浦市,第三方平台,付费投放,新客户,5349,2619,323
2025-05,南浦市,第三方平台,内容合作,新客户,2101,1186,178
2025-05,南浦市,第三方平台,自然流量,老客户,6005,4144,874
2025-05,南浦市,第三方平台,付费投放,老客户,3910,1999,303
2025-05,南浦市,第三方平台,内容合作,老客户,1536,940,174
2025-05,榕川市,自营App,自然流量,新客户,10252,6573,1087
2025-05,榕川市,自营App,付费投放,新客户,6676,3274,390
2025-05,榕川市,自营App,私域触达,新客户,4292,2959,577
2025-05,榕川市,自营App,内容合作,新客户,2623,1488,216
2025-05,榕川市,自营App,自然流量,老客户,8005,5316,1068
2025-05,榕川市,自营App,付费投放,老客户,5213,2672,386
2025-05,榕川市,自营App,私域触达,老客户,3351,2445,579
2025-05,榕川市,自营App,内容合作,老客户,2048,1237,219
2025-05,榕川市,自营小程序,自然流量,新客户,7767,4945,797
2025-05,榕川市,自营小程序,付费投放,新客户,5058,2368,275
2025-05,榕川市,自营小程序,私域触达,新客户,3251,2158,411
2025-05,榕川市,自营小程序,自然流量,老客户,6091,4195,829
2025-05,榕川市,自营小程序,付费投放,老客户,3966,2012,286
2025-05,榕川市,自营小程序,私域触达,老客户,2550,1844,430
2025-05,榕川市,第三方平台,自然流量,新客户,7096,4630,804
2025-05,榕川市,第三方平台,付费投放,新客户,4621,2241,280
2025-05,榕川市,第三方平台,内容合作,新客户,1815,1056,161
2025-05,榕川市,第三方平台,自然流量,老客户,5106,3550,737
2025-05,榕川市,第三方平台,付费投放,老客户,3325,1752,262
2025-05,榕川市,第三方平台,内容合作,老客户,1306,793,145
2025-06,北辰市,自营App,自然流量,新客户,11187,7173,1144
2025-06,北辰市,自营App,付费投放,新客户,7285,3525,405
2025-06,北辰市,自营App,私域触达,新客户,4683,3241,610
2025-06,北辰市,自营App,内容合作,新客户,2862,1594,224
2025-06,北辰市,自营App,自然流量,老客户,7778,5290,1046
2025-06,北辰市,自营App,付费投放,老客户,5064,2622,373
2025-06,北辰市,自营App,私域触达,老客户,3256,2331,544
2025-06,北辰市,自营App,内容合作,老客户,1990,1223,213
2025-06,北辰市,自营小程序,自然流量,新客户,8328,5425,879
2025-06,北辰市,自营小程序,付费投放,新客户,5423,2627,306
2025-06,北辰市,自营小程序,私域触达,新客户,3486,2409,461
2025-06,北辰市,自营小程序,自然流量,老客户,5851,3975,775
2025-06,北辰市,自营小程序,付费投放,老客户,3810,1974,277
2025-06,北辰市,自营小程序,私域触达,老客户,2449,1739,400
2025-06,北辰市,第三方平台,自然流量,新客户,7249,4627,803
2025-06,北辰市,第三方平台,付费投放,新客户,4720,2229,278
2025-06,北辰市,第三方平台,内容合作,新客户,1854,1041,159
2025-06,北辰市,第三方平台,自然流量,老客户,5101,3499,742
2025-06,北辰市,第三方平台,付费投放,老客户,3322,1752,268
2025-06,北辰市,第三方平台,内容合作,老客户,1305,780,146
2025-06,云岭市,自营App,自然流量,新客户,9335,5828,969
2025-06,云岭市,自营App,付费投放,新客户,6078,2962,355
2025-06,云岭市,自营App,私域触达,新客户,3908,2634,517
2025-06,云岭市,自营App,内容合作,新客户,2388,1368,200
2025-06,云岭市,自营App,自然流量,老客户,6583,4505,892
2025-06,云岭市,自营App,付费投放,老客户,4286,2248,320
2025-06,云岭市,自营App,私域触达,老客户,2756,1954,457
2025-06,云岭市,自营App,内容合作,老客户,1684,1010,176
2025-06,云岭市,自营小程序,自然流量,新客户,7060,4527,745
2025-06,云岭市,自营小程序,付费投放,新客户,4597,2243,266
2025-06,云岭市,自营小程序,私域触达,新客户,2955,1968,382
2025-06,云岭市,自营小程序,自然流量,老客户,4966,3358,656
2025-06,云岭市,自营小程序,付费投放,老客户,3233,1639,231
2025-06,云岭市,自营小程序,私域触达,老客户,2079,1490,344
2025-06,云岭市,第三方平台,自然流量,新客户,5962,3812,668
2025-06,云岭市,第三方平台,付费投放,新客户,3882,1877,237
2025-06,云岭市,第三方平台,内容合作,新客户,1525,869,134
2025-06,云岭市,第三方平台,自然流量,老客户,4273,2959,623
2025-06,云岭市,第三方平台,付费投放,老客户,2782,1474,224
2025-06,云岭市,第三方平台,内容合作,老客户,1093,682,126
2025-06,东澜市,自营App,自然流量,新客户,15967,10129,1656
2025-06,东澜市,自营App,付费投放,新客户,10397,5071,597
2025-06,东澜市,自营App,私域触达,新客户,6684,4458,860
2025-06,东澜市,自营App,内容合作,新客户,4084,2356,339
2025-06,东澜市,自营App,自然流量,老客户,11307,7705,1536
2025-06,东澜市,自营App,付费投放,老客户,7362,3913,561
2025-06,东澜市,自营App,私域触达,老客户,4733,3453,812
2025-06,东澜市,自营App,内容合作,老客户,2892,1740,305
2025-06,东澜市,自营小程序,自然流量,新客户,11631,7357,1192
2025-06,东澜市,自营小程序,付费投放,新客户,7573,3669,428
2025-06,东澜市,自营小程序,私域触达,新客户,4869,3375,646
2025-06,东澜市,自营小程序,自然流量,老客户,8641,5891,1146
2025-06,东澜市,自营小程序,付费投放,老客户,5627,2965,415
2025-06,东澜市,自营小程序,私域触达,老客户,3617,2554,587
2025-06,东澜市,第三方平台,自然流量,新客户,9860,6459,1118
2025-06,东澜市,第三方平台,付费投放,新客户,6421,3047,380
2025-06,东澜市,第三方平台,内容合作,新客户,2522,1420,216
2025-06,东澜市,第三方平台,自然流量,老客户,7520,5231,1105
2025-06,东澜市,第三方平台,付费投放,老客户,4897,2504,381
2025-06,东澜市,第三方平台,内容合作,老客户,1924,1190,221
2025-06,海岳市,自营App,自然流量,新客户,13644,8932,1436
2025-06,海岳市,自营App,付费投放,新客户,8884,4303,498
2025-06,海岳市,自营App,私域触达,新客户,5711,3795,720
2025-06,海岳市,自营App,内容合作,新客户,3490,2014,285
2025-06,海岳市,自营App,自然流量,老客户,9432,6349,1270
2025-06,海岳市,自营App,付费投放,老客户,6141,3154,454
2025-06,海岳市,自营App,私域触达,老客户,3948,2858,675
2025-06,海岳市,自营App,内容合作,老客户,2413,1465,258
2025-06,海岳市,自营小程序,自然流量,新客户,9906,6401,1019
2025-06,海岳市,自营小程序,付费投放,新客户,6451,3051,350
2025-06,海岳市,自营小程序,私域触达,新客户,4147,2857,537
2025-06,海岳市,自营小程序,自然流量,老客户,7363,5036,989
2025-06,海岳市,自营小程序,付费投放,老客户,4795,2435,345
2025-06,海岳市,自营小程序,私域触达,老客户,3082,2210,512
2025-06,海岳市,第三方平台,自然流量,新客户,8590,5511,960
2025-06,海岳市,第三方平台,付费投放,新客户,5594,2646,332
2025-06,海岳市,第三方平台,内容合作,新客户,2198,1245,191
2025-06,海岳市,第三方平台,自然流量,老客户,6284,4282,899
2025-06,海岳市,第三方平台,付费投放,老客户,4092,2131,322
2025-06,海岳市,第三方平台,内容合作,老客户,1607,961,178
2025-06,南浦市,自营App,自然流量,新客户,12448,8047,1315
2025-06,南浦市,自营App,付费投放,新客户,8106,3819,449
2025-06,南浦市,自营App,私域触达,新客户,5211,3610,696
2025-06,南浦市,自营App,内容合作,新客户,3185,1809,260
2025-06,南浦市,自营App,自然流量,老客户,9577,6375,1302
2025-06,南浦市,自营App,付费投放,老客户,6237,3200,471
2025-06,南浦市,自营App,私域触达,老客户,4009,2839,684
2025-06,南浦市,自营App,内容合作,老客户,2450,1521,274
2025-06,南浦市,自营小程序,自然流量,新客户,9604,6225,1010
2025-06,南浦市,自营小程序,付费投放,新客户,6253,3030,354
2025-06,南浦市,自营小程序,私域触达,新客户,4020,2732,523
2025-06,南浦市,自营小程序,自然流量,老客户,7054,4768,930
2025-06,南浦市,自营小程序,付费投放,老客户,4594,2370,333
2025-06,南浦市,自营小程序,私域触达,老客户,2953,2165,498
2025-06,南浦市,第三方平台,自然流量,新客户,7990,5081,877
2025-06,南浦市,第三方平台,付费投放,新客户,5202,2439,303
2025-06,南浦市,第三方平台,内容合作,新客户,2044,1162,176
2025-06,南浦市,第三方平台,自然流量,老客户,5971,4084,878
2025-06,南浦市,第三方平台,付费投放,老客户,3888,2034,315
2025-06,南浦市,第三方平台,内容合作,老客户,1527,949,179
2025-06,榕川市,自营App,自然流量,新客户,10269,6652,1077
2025-06,榕川市,自营App,付费投放,新客户,6687,3141,366
2025-06,榕川市,自营App,私域触达,新客户,4299,2994,572
2025-06,榕川市,自营App,内容合作,新客户,2627,1519,217
2025-06,榕川市,自营App,自然流量,老客户,7918,5473,1093
2025-06,榕川市,自营App,付费投放,老客户,5156,2731,392
2025-06,榕川市,自营App,私域触达,老客户,3314,2407,567
2025-06,榕川市,自营App,内容合作,老客户,2025,1229,216
2025-06,榕川市,自营小程序,自然流量,新客户,7953,4970,803
2025-06,榕川市,自营小程序,付费投放,新客户,5179,2458,286
2025-06,榕川市,自营小程序,私域触达,新客户,3329,2268,433
2025-06,榕川市,自营小程序,自然流量,老客户,5768,4015,789
2025-06,榕川市,自营小程序,付费投放,老客户,3756,1961,278
2025-06,榕川市,自营小程序,私域触达,老客户,2414,1772,411
2025-06,榕川市,第三方平台,自然流量,新客户,6692,4185,728
2025-06,榕川市,第三方平台,付费投放,新客户,4358,2073,259
2025-06,榕川市,第三方平台,内容合作,新客户,1712,997,153
2025-06,榕川市,第三方平台,自然流量,老客户,5281,3513,739
2025-06,榕川市,第三方平台,付费投放,老客户,3439,1775,269
2025-06,榕川市,第三方平台,内容合作,老客户,1351,826,153
2025-07,北辰市,自营App,自然流量,新客户,10937,7045,1154
2025-07,北辰市,自营App,付费投放,新客户,7121,3346,395
2025-07,北辰市,自营App,私域触达,新客户,4578,3102,600
2025-07,北辰市,自营App,内容合作,新客户,2798,1634,235
2025-07,北辰市,自营App,自然流量,老客户,7963,5345,1039
2025-07,北辰市,自营App,付费投放,老客户,5185,2675,375
2025-07,北辰市,自营App,私域触达,老客户,3334,2450,562
2025-07,北辰市,自营App,内容合作,老客户,2037,1250,214
2025-07,北辰市,自营小程序,自然流量,新客户,7876,5017,814
2025-07,北辰市,自营小程序,付费投放,新客户,5129,2505,293
2025-07,北辰市,自营小程序,私域触达,新客户,3297,2258,433
2025-07,北辰市,自营小程序,自然流量,老客户,5873,4022,789
2025-07,北辰市,自营小程序,付费投放,老客户,3824,2020,285
2025-07,北辰市,自营小程序,私域触达,老客户,2459,1806,418
2025-07,北辰市,第三方平台,自然流量,新客户,6919,4474,766
2025-07,北辰市,第三方平台,付费投放,新客户,4506,2147,265
2025-07,北辰市,第三方平台,内容合作,新客户,1770,997,150
2025-07,北辰市,第三方平台,自然流量,老客户,5000,3441,722
2025-07,北辰市,第三方平台,付费投放,老客户,3256,1691,255
2025-07,北辰市,第三方平台,内容合作,老客户,1279,761,141
2025-07,云岭市,自营App,自然流量,新客户,9277,5967,975
2025-07,云岭市,自营App,付费投放,新客户,6041,2880,339
2025-07,云岭市,自营App,私域触达,新客户,3883,2658,513
2025-07,云岭市,自营App,内容合作,新客户,2373,1350,194
2025-07,云岭市,自营App,自然流量,老客户,6771,4586,935
2025-07,云岭市,自营App,付费投放,老客户,4409,2303,338
2025-07,云岭市,自营App,私域触达,老客户,2835,2085,502
2025-07,云岭市,自营App,内容合作,老客户,1732,1031,185
2025-07,云岭市,自营小程序,自然流量,新客户,6822,4271,679
2025-07,云岭市,自营小程序,付费投放,新客户,4442,2138,245
2025-07,云岭市,自营小程序,私域触达,新客户,2856,1990,373
2025-07,云岭市,自营小程序,自然流量,老客户,4998,3370,656
2025-07,云岭市,自营小程序,付费投放,老客户,3255,1715,240
2025-07,云岭市,自营小程序,私域触达,老客户,2092,1479,340
2025-07,云岭市,第三方平台,自然流量,新客户,6214,4031,688
2025-07,云岭市,第三方平台,付费投放,新客户,4047,1964,242
2025-07,云岭市,第三方平台,内容合作,新客户,1590,892,134
2025-07,云岭市,第三方平台,自然流量,老客户,4296,2851,604
2025-07,云岭市,第三方平台,付费投放,老客户,2798,1465,224
2025-07,云岭市,第三方平台,内容合作,老客户,1099,655,122
2025-07,东澜市,自营App,自然流量,新客户,14951,9657,1587
2025-07,东澜市,自营App,付费投放,新客户,9736,4759,563
2025-07,东澜市,自营App,私域触达,新客户,6259,4240,822
2025-07,东澜市,自营App,内容合作,新客户,3825,2132,308
2025-07,东澜市,自营App,自然流量,老客户,11062,7702,1513
2025-07,东澜市,自营App,付费投放,老客户,7203,3661,518
2025-07,东澜市,自营App,私域触达,老客户,4630,3347,775
2025-07,东澜市,自营App,内容合作,老客户,2830,1689,292
2025-07,东澜市,自营小程序,自然流量,新客户,11564,7359,1179
2025-07,东澜市,自营小程序,付费投放,新客户,7530,3587,414
2025-07,东澜市,自营小程序,私域触达,新客户,4841,3289,621
2025-07,东澜市,自营小程序,自然流量,老客户,8107,5461,1094
2025-07,东澜市,自营小程序,付费投放,老客户,5279,2683,387
2025-07,东澜市,自营小程序,私域触达,老客户,3393,2435,576
2025-07,东澜市,第三方平台,自然流量,新客户,10264,6552,1149
2025-07,东澜市,第三方平台,付费投放,新客户,6684,3168,400
2025-07,东澜市,第三方平台,内容合作,新客户,2626,1473,227
2025-07,东澜市,第三方平台,自然流量,老客户,7114,4816,1021
2025-07,东澜市,第三方平台,付费投放,老客户,4633,2423,370
2025-07,东澜市,第三方平台,内容合作,老客户,1820,1116,208
2025-07,海岳市,自营App,自然流量,新客户,13558,8610,1392
2025-07,海岳市,自营App,付费投放,新客户,8829,4324,504
2025-07,海岳市,自营App,私域触达,新客户,5676,3884,741
2025-07,海岳市,自营App,内容合作,新客户,3468,1998,284
2025-07,海岳市,自营App,自然流量,老客户,9688,6604,1308
2025-07,海岳市,自营App,付费投放,老客户,6309,3277,467
2025-07,海岳市,自营App,私域触达,老客户,4056,2978,696
2025-07,海岳市,自营App,内容合作,老客户,2478,1477,257
2025-07,海岳市,自营小程序,自然流量,新客户,9717,6167,998
2025-07,海岳市,自营小程序,付费投放,新客户,6328,3092,360
2025-07,海岳市,自营小程序,私域触达,新客户,4068,2813,537
2025-07,海岳市,自营小程序,自然流量,老客户,7132,4744,925
2025-07,海岳市,自营小程序,付费投放,老客户,4644,2439,342
2025-07,海岳市,自营小程序,私域触达,老客户,2985,2164,498
2025-07,海岳市,第三方平台,自然流量,新客户,8696,5496,954
2025-07,海岳市,第三方平台,付费投放,新客户,5663,2677,335
2025-07,海岳市,第三方平台,内容合作,新客户,2225,1238,189
2025-07,海岳市,第三方平台,自然流量,老客户,6358,4394,923
2025-07,海岳市,第三方平台,付费投放,老客户,4140,2173,328
2025-07,海岳市,第三方平台,内容合作,老客户,1627,1000,185
2025-07,南浦市,自营App,自然流量,新客户,11900,7511,1236
2025-07,南浦市,自营App,付费投放,新客户,7749,3738,443
2025-07,南浦市,自营App,私域触达,新客户,4981,3471,674
2025-07,南浦市,自营App,内容合作,新客户,3044,1771,257
2025-07,南浦市,自营App,自然流量,老客户,9467,6288,1243
2025-07,南浦市,自营App,付费投放,老客户,6165,3280,467
2025-07,南浦市,自营App,私域触达,老客户,3963,2861,667
2025-07,南浦市,自营App,内容合作,老客户,2422,1452,253
2025-07,南浦市,自营小程序,自然流量,新客户,9349,6043,991
2025-07,南浦市,自营小程序,付费投放,新客户,6087,2864,338
2025-07,南浦市,自营小程序,私域触达,新客户,3913,2694,521
2025-07,南浦市,自营小程序,自然流量,老客户,7011,4684,913
2025-07,南浦市,自营小程序,付费投放,老客户,4566,2349,330
2025-07,南浦市,自营小程序,私域触达,老客户,2935,2163,498
2025-07,南浦市,第三方平台,自然流量,新客户,8088,5277,907
2025-07,南浦市,第三方平台,付费投放,新客户,5266,2563,317
2025-07,南浦市,第三方平台,内容合作,新客户,2069,1156,175
2025-07,南浦市,第三方平台,自然流量,老客户,6185,4234,907
2025-07,南浦市,第三方平台,付费投放,老客户,4028,2124,328
2025-07,南浦市,第三方平台,内容合作,老客户,1582,957,180
2025-07,榕川市,自营App,自然流量,新客户,10665,6738,1107
2025-07,榕川市,自营App,付费投放,新客户,6945,3331,394
2025-07,榕川市,自营App,私域触达,新客户,4464,2993,580
2025-07,榕川市,自营App,内容合作,新客户,2728,1523,220
2025-07,榕川市,自营App,自然流量,老客户,8032,5584,1109
2025-07,榕川市,自营App,付费投放,老客户,5230,2657,380
2025-07,榕川市,自营App,私域触达,老客户,3362,2362,554
2025-07,榕川市,自营App,内容合作,老客户,2055,1253,219
2025-07,榕川市,自营小程序,自然流量,新客户,7538,4726,768
2025-07,榕川市,自营小程序,付费投放,新客户,4909,2375,278
2025-07,榕川市,自营小程序,私域触达,新客户,3156,2147,412
2025-07,榕川市,自营小程序,自然流量,老客户,5915,3985,777
2025-07,榕川市,自营小程序,付费投放,老客户,3852,2003,281
2025-07,榕川市,自营小程序,私域触达,老客户,2476,1772,408
2025-07,榕川市,第三方平台,自然流量,新客户,6923,4355,751
2025-07,榕川市,第三方平台,付费投放,新客户,4508,2207,274
2025-07,榕川市,第三方平台,内容合作,新客户,1771,1023,155
2025-07,榕川市,第三方平台,自然流量,老客户,5198,3559,745
2025-07,榕川市,第三方平台,付费投放,老客户,3384,1769,267
2025-07,榕川市,第三方平台,内容合作,老客户,1330,812,149
2025-08,北辰市,自营App,自然流量,新客户,11491,7256,1160
2025-08,北辰市,自营App,付费投放,新客户,7483,3659,421
2025-08,北辰市,自营App,私域触达,新客户,4810,3202,604
2025-08,北辰市,自营App,内容合作,新客户,2940,1639,231
2025-08,北辰市,自营App,自然流量,老客户,8014,5424,1074
