month,city,sales_channel,category_l1,category_l2,customer_type,promotion_type,paying_customers,paid_orders,units_sold,gmv,refund_amount
2025-05,海岳市,第三方平台,收纳用品,衣物收纳,老客户,优惠券,29,38,59,2389.50,144.38
2025-05,海岳市,第三方平台,收纳用品,衣物收纳,老客户,平台大促,16,21,32,1174.08,70.33
2025-05,海岳市,第三方平台,收纳用品,衣物收纳,老客户,会员优惠,29,38,58,2256.20,139.15
2025-05,海岳市,第三方平台,收纳用品,空间整理,老客户,无促销,87,113,177,10087.23,609.14
2025-05,海岳市,第三方平台,收纳用品,空间整理,老客户,优惠券,25,33,51,2712.69,161.66
2025-05,海岳市,第三方平台,收纳用品,空间整理,老客户,平台大促,14,18,28,1359.96,84.41
2025-05,海岳市,第三方平台,收纳用品,空间整理,老客户,会员优惠,26,34,53,2793.10,174.17
2025-05,海岳市,第三方平台,清洁用品,清洁工具,新客户,无促销,140,156,258,10185.84,428.11
2025-05,海岳市,第三方平台,清洁用品,清洁工具,新客户,优惠券,41,44,73,2687.86,115.46
2025-05,海岳市,第三方平台,清洁用品,清洁工具,新客户,平台大促,23,25,42,1369.62,58.32
2025-05,海岳市,第三方平台,清洁用品,清洁工具,新客户,会员优惠,25,27,46,1645.88,70.19
2025-05,海岳市,第三方平台,清洁用品,家居耗材,新客户,无促销,124,135,226,5837.58,257.04
2025-05,海岳市,第三方平台,清洁用品,家居耗材,新客户,优惠券,37,40,67,1607.33,67.08
2025-05,海岳市,第三方平台,清洁用品,家居耗材,新客户,平台大促,20,22,37,792.91,33.84
2025-05,海岳市,第三方平台,清洁用品,家居耗材,新客户,会员优惠,22,25,43,1002.76,42.48
2025-05,海岳市,第三方平台,清洁用品,清洁工具,老客户,无促销,119,156,266,10501.68,441.38
2025-05,海岳市,第三方平台,清洁用品,清洁工具,老客户,优惠券,35,45,76,2798.32,120.20
2025-05,海岳市,第三方平台,清洁用品,清洁工具,老客户,平台大促,20,26,43,1402.23,59.71
2025-05,海岳市,第三方平台,清洁用品,清洁工具,老客户,会员优惠,35,47,79,2826.62,120.54
2025-05,海岳市,第三方平台,清洁用品,家居耗材,老客户,无促销,105,138,233,6018.39,265.00
2025-05,海岳市,第三方平台,清洁用品,家居耗材,老客户,优惠券,31,41,70,1679.30,70.09
2025-05,海岳市,第三方平台,清洁用品,家居耗材,老客户,平台大促,17,22,37,792.91,33.84
2025-05,海岳市,第三方平台,清洁用品,家居耗材,老客户,会员优惠,31,40,67,1562.44,66.19
2025-05,海岳市,第三方平台,小家电,厨房小电,新客户,无促销,99,107,122,27331.66,2284.36
2025-05,海岳市,第三方平台,小家电,厨房小电,新客户,优惠券,29,32,36,7498.08,610.25
2025-05,海岳市,第三方平台,小家电,厨房小电,新客户,平台大促,16,17,19,3580.17,298.44
2025-05,海岳市,第三方平台,小家电,厨房小电,新客户,会员优惠,18,20,22,4541.24,371.24
2025-05,海岳市,第三方平台,小家电,生活电器,新客户,无促销,87,97,110,19358.90,1547.09
2025-05,海岳市,第三方平台,小家电,生活电器,新客户,优惠券,26,29,33,5395.50,438.84
2025-05,海岳市,第三方平台,小家电,生活电器,新客户,平台大促,14,15,17,2492.88,207.37
2025-05,海岳市,第三方平台,小家电,生活电器,新客户,会员优惠,16,17,19,3012.64,240.83
2025-05,海岳市,第三方平台,小家电,厨房小电,老客户,无促销,85,111,122,27331.66,2284.36
2025-05,海岳市,第三方平台,小家电,厨房小电,老客户,优惠券,25,33,37,7706.36,627.20
2025-05,海岳市,第三方平台,小家电,厨房小电,老客户,平台大促,14,19,21,3957.03,329.85
2025-05,海岳市,第三方平台,小家电,厨房小电,老客户,会员优惠,25,32,35,7224.70,590.60
2025-05,海岳市,第三方平台,小家电,生活电器,老客户,无促销,75,98,109,19182.91,1533.03
2025-05,海岳市,第三方平台,小家电,生活电器,老客户,优惠券,22,29,33,5395.50,438.84
2025-05,海岳市,第三方平台,小家电,生活电器,老客户,平台大促,12,16,18,2639.52,219.57
2025-05,海岳市,第三方平台,小家电,生活电器,老客户,会员优惠,23,31,34,5391.04,430.96
2025-05,南浦市,自营App,厨房用品,烹饪器具,新客户,无促销,262,283,406,27693.26,1410.49
2025-05,南浦市,自营App,厨房用品,烹饪器具,新客户,优惠券,77,84,119,7727.86,393.00
2025-05,南浦市,自营App,厨房用品,烹饪器具,新客户,平台大促,43,47,66,3785.76,193.27
2025-05,南浦市,自营App,厨房用品,烹饪器具,新客户,会员优惠,47,52,74,4690.86,236.09
2025-05,南浦市,自营App,厨房用品,餐厨工具,新客户,无促销,232,253,357,11656.05,607.60
2025-05,南浦市,自营App,厨房用品,餐厨工具,新客户,优惠券,68,74,105,3241.35,167.77
2025-05,南浦市,自营App,厨房用品,餐厨工具,新客户,平台大促,38,42,59,1641.97,82.85
2025-05,南浦市,自营App,厨房用品,餐厨工具,新客户,会员优惠,42,46,66,1995.84,101.59
2025-05,南浦市,自营App,厨房用品,烹饪器具,老客户,无促销,243,322,452,30830.92,1570.30
2025-05,南浦市,自营App,厨房用品,烹饪器具,老客户,优惠券,72,98,137,8896.78,452.44
2025-05,南浦市,自营App,厨房用品,烹饪器具,老客户,平台大促,40,53,75,4302.00,219.62
2025-05,南浦市,自营App,厨房用品,烹饪器具,老客户,会员优惠,72,98,139,8811.21,443.46
2025-05,南浦市,自营App,厨房用品,餐厨工具,老客户,无促销,216,286,403,13157.95,685.89
2025-05,南浦市,自营App,厨房用品,餐厨工具,老客户,优惠券,64,85,123,3797.01,196.54
2025-05,南浦市,自营App,厨房用品,餐厨工具,老客户,平台大促,35,47,66,1836.78,92.68
2025-05,南浦市,自营App,厨房用品,餐厨工具,老客户,会员优惠,64,87,123,3719.52,189.33
2025-05,南浦市,自营App,收纳用品,衣物收纳,新客户,无促销,194,214,332,13851.04,850.25
2025-05,南浦市,自营App,收纳用品,衣物收纳,新客户,优惠券,57,62,96,3756.48,236.97
2025-05,南浦市,自营App,收纳用品,衣物收纳,新客户,平台大促,32,36,56,1990.80,123.48
2025-05,南浦市,自营App,收纳用品,衣物收纳,新客户,会员优惠,35,39,60,2314.20,137.42
2025-05,南浦市,自营App,收纳用品,空间整理,新客户,无促销,172,191,296,16729.92,1042.06
2025-05,南浦市,自营App,收纳用品,空间整理,新客户,优惠券,51,57,90,4684.50,279.72
2025-05,南浦市,自营App,收纳用品,空间整理,新客户,平台大促,28,31,48,2238.72,140.86
2025-05,南浦市,自营App,收纳用品,空间整理,新客户,会员优惠,31,34,53,2678.09,158.08
2025-05,南浦市,自营App,收纳用品,衣物收纳,老客户,无促销,180,242,382,15937.04,978.31
2025-05,南浦市,自营App,收纳用品,衣物收纳,老客户,优惠券,53,71,111,4343.43,273.99
2025-05,南浦市,自营App,收纳用品,衣物收纳,老客户,平台大促,30,40,61,2168.55,134.50
2025-05,南浦市,自营App,收纳用品,衣物收纳,老客户,会员优惠,53,70,108,4165.56,247.36
2025-05,南浦市,自营App,收纳用品,空间整理,老客户,无促销,159,212,327,18482.04,1151.19
2025-05,南浦市,自营App,收纳用品,空间整理,老客户,优惠券,47,63,97,5048.85,301.48
2025-05,南浦市,自营App,收纳用品,空间整理,老客户,平台大促,26,35,55,2565.20,161.41
2025-05,南浦市,自营App,收纳用品,空间整理,老客户,会员优惠,47,63,99,5002.47,295.28
2025-05,南浦市,自营App,清洁用品,清洁工具,新客户,无促销,233,256,434,16565.78,695.29
2025-05,南浦市,自营App,清洁用品,清洁工具,新客户,优惠券,69,75,124,4392.08,184.42
2025-05,南浦市,自营App,清洁用品,清洁工具,新客户,平台大促,38,42,70,2222.50,94.87
2025-05,南浦市,自营App,清洁用品,清洁工具,新客户,会员优惠,42,47,80,2782.40,120.77
2025-05,南浦市,自营App,清洁用品,家居耗材,新客户,无促销,206,226,375,9281.25,402.04
2025-05,南浦市,自营App,清洁用品,家居耗材,新客户,优惠券,61,67,114,2625.42,113.80
2025-05,南浦市,自营App,清洁用品,家居耗材,新客户,平台大促,34,37,62,1303.86,55.32
2025-05,南浦市,自营App,清洁用品,家居耗材,新客户,会员优惠,37,40,68,1529.32,66.37
2025-05,南浦市,自营App,清洁用品,清洁工具,老客户,无促销,223,302,513,19581.21,821.85
2025-05,南浦市,自营App,清洁用品,清洁工具,老客户,优惠券,66,89,150,5313.00,223.09
2025-05,南浦市,自营App,清洁用品,清洁工具,老客户,平台大促,37,49,82,2603.50,111.13
2025-05,南浦市,自营App,清洁用品,清洁工具,老客户,会员优惠,66,89,151,5251.78,227.96
2025-05,南浦市,自营App,清洁用品,家居耗材,老客户,无促销,197,267,443,10964.25,474.94
2025-05,南浦市,自营App,清洁用品,家居耗材,老客户,优惠券,58,78,131,3016.93,130.77
2025-05,南浦市,自营App,清洁用品,家居耗材,老客户,平台大促,32,43,71,1493.13,63.35
2025-05,南浦市,自营App,清洁用品,家居耗材,老客户,会员优惠,59,79,134,3013.66,130.79
2025-05,南浦市,自营App,小家电,厨房小电,新客户,无促销,165,178,197,43509.42,3563.65
2025-05,南浦市,自营App,小家电,厨房小电,新客户,优惠券,48,53,59,12091.46,1000.86
2025-05,南浦市,自营App,小家电,厨房小电,新客户,平台大促,27,30,34,6189.70,517.89
2025-05,南浦市,自营App,小家电,厨房小电,新客户,会员优惠,30,33,37,7404.07,597.55
2025-05,南浦市,自营App,小家电,生活电器,新客户,无促销,146,162,182,30876.30,2541.37
2025-05,南浦市,自营App,小家电,生活电器,新客户,优惠券,43,47,54,8533.08,681.69
2025-05,南浦市,自营App,小家电,生活电器,新客户,平台大促,24,26,29,4093.64,330.59
2025-05,南浦市,自营App,小家电,生活电器,新客户,会员优惠,26,28,31,4742.69,400.14
2025-05,南浦市,自营App,小家电,厨房小电,老客户,无促销,162,217,244,53889.84,4413.86
2025-05,南浦市,自营App,小家电,厨房小电,老客户,优惠券,48,63,71,14550.74,1204.43
2025-05,南浦市,自营App,小家电,厨房小电,老客户,平台大促,27,36,41,7464.05,624.51
2025-05,南浦市,自营App,小家电,厨房小电,老客户,会员优惠,48,64,71,14207.81,1146.65
2025-05,南浦市,自营App,小家电,生活电器,老客户,无促销,144,194,221,37492.65,3085.95
2025-05,南浦市,自营App,小家电,生活电器,老客户,优惠券,42,56,63,9955.26,795.30
2025-05,南浦市,自营App,小家电,生活电器,老客户,平台大促,23,31,34,4799.44,387.58
2025-05,南浦市,自营App,小家电,生活电器,老客户,会员优惠,43,58,64,9791.36,826.11
2025-05,南浦市,自营小程序,厨房用品,烹饪器具,新客户,无促销,170,189,271,18360.25,982.60
2025-05,南浦市,自营小程序,厨房用品,烹饪器具,新客户,优惠券,50,56,80,5077.60,263.65
2025-05,南浦市,自营小程序,厨房用品,烹饪器具,新客户,平台大促,28,31,45,2572.65,136.71
2025-05,南浦市,自营小程序,厨房用品,烹饪器具,新客户,会员优惠,31,34,49,2987.04,154.11
2025-05,南浦市,自营小程序,厨房用品,餐厨工具,新客户,无促销,151,168,238,7618.38,391.66
2025-05,南浦市,自营小程序,厨房用品,餐厨工具,新客户,优惠券,44,48,68,2053.60,110.32
2025-05,南浦市,自营小程序,厨房用品,餐厨工具,新客户,平台大促,25,27,38,1031.70,54.82
2025-05,南浦市,自营小程序,厨房用品,餐厨工具,新客户,会员优惠,27,30,43,1274.52,68.32
2025-05,南浦市,自营小程序,厨房用品,烹饪器具,老客户,无促销,154,205,287,19444.25,1040.61
2025-05,南浦市,自营小程序,厨房用品,烹饪器具,老客户,优惠券,46,61,87,5521.89,286.72
2025-05,南浦市,自营小程序,厨房用品,烹饪器具,老客户,平台大促,25,33,47,2686.99,142.79
2025-05,南浦市,自营小程序,厨房用品,烹饪器具,老客户,会员优惠,46,63,90,5486.40,283.06
2025-05,南浦市,自营小程序,厨房用品,餐厨工具,老客户,无促销,137,181,259,8290.59,426.22
2025-05,南浦市,自营小程序,厨房用品,餐厨工具,老客户,优惠券,40,54,75,2265.00,121.68
2025-05,南浦市,自营小程序,厨房用品,餐厨工具,老客户,平台大促,22,30,43,1167.45,62.03
2025-05,南浦市,自营小程序,厨房用品,餐厨工具,老客户,会员优惠,41,54,76,2252.64,120.75
2025-05,南浦市,自营小程序,收纳用品,衣物收纳,新客户,无促销,132,143,226,9302.16,563.70
2025-05,南浦市,自营小程序,收纳用品,衣物收纳,新客户,优惠券,39,43,67,2560.74,161.24
2025-05,南浦市,自营小程序,收纳用品,衣物收纳,新客户,平台大促,22,24,37,1275.39,76.64
2025-05,南浦市,自营小程序,收纳用品,衣物收纳,新客户,会员优惠,24,26,41,1528.07,94.47
2025-05,南浦市,自营小程序,收纳用品,空间整理,新客户,无促销,117,128,197,10829.09,656.79
2025-05,南浦市,自营小程序,收纳用品,空间整理,新客户,优惠券,34,37,58,2924.94,181.93
2025-05,南浦市,自营小程序,收纳用品,空间整理,新客户,平台大促,19,21,33,1537.47,96.55
2025-05,南浦市,自营小程序,收纳用品,空间整理,新客户,会员优惠,21,23,36,1800.00,109.89
2025-05,南浦市,自营小程序,收纳用品,衣物收纳,老客户,无促销,127,172,263,10825.08,655.99
2025-05,南浦市,自营小程序,收纳用品,衣物收纳,老客户,优惠券,37,50,79,3019.38,190.11
2025-05,南浦市,自营小程序,收纳用品,衣物收纳,老客户,平台大促,21,28,43,1482.21,89.06
2025-05,南浦市,自营小程序,收纳用品,衣物收纳,老客户,会员优惠,38,51,79,2944.33,182.03
2025-05,南浦市,自营小程序,收纳用品,空间整理,老客户,无促销,113,155,239,13137.83,796.81
2025-05,南浦市,自营小程序,收纳用品,空间整理,老客户,优惠券,33,44,69,3479.67,216.43
2025-05,南浦市,自营小程序,收纳用品,空间整理,老客户,平台大促,18,24,37,1723.83,108.26
2025-05,南浦市,自营小程序,收纳用品,空间整理,老客户,会员优惠,34,46,72,3600.00,219.78
2025-05,南浦市,自营小程序,清洁用品,清洁工具,新客户,无促销,155,168,284,10581.84,465.73
2025-05,南浦市,自营小程序,清洁用品,清洁工具,新客户,优惠券,46,51,85,2943.55,123.21
2025-05,南浦市,自营小程序,清洁用品,清洁工具,新客户,平台大促,25,27,45,1400.85,60.96
2025-05,南浦市,自营小程序,清洁用品,清洁工具,新客户,会员优惠,28,31,51,1725.84,72.97
2025-05,南浦市,自营小程序,清洁用品,家居耗材,新客户,无促销,137,151,252,6166.44,268.92
2025-05,南浦市,自营小程序,清洁用品,家居耗材,新客户,优惠券,41,45,75,1698.00,71.76
2025-05,南浦市,自营小程序,清洁用品,家居耗材,新客户,平台大促,22,24,41,843.78,36.49
2025-05,南浦市,自营小程序,清洁用品,家居耗材,新客户,会员优惠,25,28,47,1038.70,44.11
2025-05,南浦市,自营小程序,清洁用品,清洁工具,老客户,无促销,148,201,337,12556.62,552.64
2025-05,南浦市,自营小程序,清洁用品,清洁工具,老客户,优惠券,44,59,100,3463.00,144.95
2025-05,南浦市,自营小程序,清洁用品,清洁工具,老客户,平台大促,24,33,55,1712.15,74.51
2025-05,南浦市,自营小程序,清洁用品,清洁工具,老客户,会员优惠,44,60,100,3384.00,143.08
2025-05,南浦市,自营小程序,清洁用品,家居耗材,老客户,无促销,131,174,289,7071.83,308.41
2025-05,南浦市,自营小程序,清洁用品,家居耗材,老客户,优惠券,39,52,88,1992.32,84.20
2025-05,南浦市,自营小程序,清洁用品,家居耗材,老客户,平台大促,22,30,51,1049.58,45.39
2025-05,南浦市,自营小程序,清洁用品,家居耗材,老客户,会员优惠,39,52,89,1966.90,83.52
2025-05,南浦市,自营小程序,小家电,厨房小电,新客户,无促销,114,125,138,29792.82,2428.05
2025-05,南浦市,自营小程序,小家电,厨房小电,新客户,优惠券,34,37,42,8468.46,709.41
2025-05,南浦市,自营小程序,小家电,厨房小电,新客户,平台大促,19,21,24,4304.40,349.84
2025-05,南浦市,自营小程序,小家电,厨房小电,新客户,会员优惠,21,23,26,5135.00,431.64
2025-05,南浦市,自营小程序,小家电,生活电器,新客户,无促销,101,111,123,20208.90,1659.61
2025-05,南浦市,自营小程序,小家电,生活电器,新客户,优惠券,30,34,37,5757.20,472.65
2025-05,南浦市,自营小程序,小家电,生活电器,新客户,平台大促,17,19,21,2912.49,242.09
2025-05,南浦市,自营小程序,小家电,生活电器,新客户,会员优惠,18,20,22,3303.96,264.28
2025-05,南浦市,自营小程序,小家电,厨房小电,老客户,无促销,112,153,173,37348.97,3043.86
2025-05,南浦市,自营小程序,小家电,厨房小电,老客户,优惠券,33,44,49,9879.87,827.65
2025-05,南浦市,自营小程序,小家电,厨房小电,老客户,平台大促,19,25,28,5021.80,408.15
2025-05,南浦市,自营小程序,小家电,厨房小电,老客户,会员优惠,33,45,50,9875.00,830.09
2025-05,南浦市,自营小程序,小家电,生活电器,老客户,无促销,99,131,147,24152.10,1983.44
2025-05,南浦市,自营小程序,小家电,生活电器,老客户,优惠券,29,39,43,6690.80,549.29
2025-05,南浦市,自营小程序,小家电,生活电器,老客户,平台大促,16,22,24,3328.56,276.67
2025-05,南浦市,自营小程序,小家电,生活电器,老客户,会员优惠,30,40,45,6758.10,540.57
2025-05,南浦市,第三方平台,厨房用品,烹饪器具,新客户,无促销,131,144,203,14402.85,737.71
2025-05,南浦市,第三方平台,厨房用品,烹饪器具,新客户,优惠券,39,43,60,4011.60,214.54
2025-05,南浦市,第三方平台,厨房用品,烹饪器具,新客户,平台大促,22,24,34,2046.46,106.04
2025-05,南浦市,第三方平台,厨房用品,烹饪器具,新客户,会员优惠,24,27,38,2482.16,129.16
2025-05,南浦市,第三方平台,厨房用品,餐厨工具,新客户,无促销,116,128,184,6215.52,317.56
2025-05,南浦市,第三方平台,厨房用品,餐厨工具,新客户,优惠券,34,37,53,1690.70,89.82
2025-05,南浦市,第三方平台,厨房用品,餐厨工具,新客户,平台大促,19,21,29,833.46,43.45
2025-05,南浦市,第三方平台,厨房用品,餐厨工具,新客户,会员优惠,21,23,33,1024.98,54.95
2025-05,南浦市,第三方平台,厨房用品,烹饪器具,老客户,无促销,120,162,227,16105.65,824.93
2025-05,南浦市,第三方平台,厨房用品,烹饪器具,老客户,优惠券,36,48,69,4613.34,246.72
2025-05,南浦市,第三方平台,厨房用品,烹饪器具,老客户,平台大促,20,27,38,2287.22,118.52
2025-05,南浦市,第三方平台,厨房用品,烹饪器具,老客户,会员优惠,36,49,70,4572.40,237.93
2025-05,南浦市,第三方平台,厨房用品,餐厨工具,老客户,无促销,107,143,202,6823.56,348.62
2025-05,南浦市,第三方平台,厨房用品,餐厨工具,老客户,优惠券,31,42,61,1945.90,103.37
2025-05,南浦市,第三方平台,厨房用品,餐厨工具,老客户,平台大促,17,23,33,948.42,49.45
2025-05,南浦市,第三方平台,厨房用品,餐厨工具,老客户,会员优惠,32,44,63,1956.78,104.90
2025-05,南浦市,第三方平台,收纳用品,衣物收纳,新客户,无促销,103,112,176,7680.64,482.83
2025-05,南浦市,第三方平台,收纳用品,衣物收纳,新客户,优惠券,30,33,51,2065.50,127.39
2025-05,南浦市,第三方平台,收纳用品,衣物收纳,新客户,平台大促,17,18,28,1021.72,63.48
2025-05,南浦市,第三方平台,收纳用品,衣物收纳,新客户,会员优惠,19,21,33,1303.83,81.81
2025-05,南浦市,第三方平台,收纳用品,空间整理,新客户,无促销,91,100,152,8676.16,540.50
2025-05,南浦市,第三方平台,收纳用品,空间整理,新客户,优惠券,27,30,47,2501.81,153.00
2025-05,南浦市,第三方平台,收纳用品,空间整理,新客户,平台大促,15,17,26,1255.02,73.90
2025-05,南浦市,第三方平台,收纳用品,空间整理,新客户,会员优惠,17,19,29,1530.62,91.31
2025-05,南浦市,第三方平台,收纳用品,衣物收纳,老客户,无促销,95,126,198,8640.72,543.18
2025-05,南浦市,第三方平台,收纳用品,衣物收纳,老客户,优惠券,28,38,58,2349.00,144.87
2025-05,南浦市,第三方平台,收纳用品,衣物收纳,老客户,平台大促,16,22,35,1277.15,79.34
2025-05,南浦市,第三方平台,收纳用品,衣物收纳,老客户,会员优惠,28,38,58,2291.58,143.78
2025-05,南浦市,第三方平台,收纳用品,空间整理,老客户,无促销,84,114,179,10217.32,636.51
2025-05,南浦市,第三方平台,收纳用品,空间整理,老客户,优惠券,25,34,53,2821.19,172.53
2025-05,南浦市,第三方平台,收纳用品,空间整理,老客户,平台大促,14,19,29,1399.83,82.43
2025-05,南浦市,第三方平台,收纳用品,空间整理,老客户,会员优惠,25,34,53,2797.34,166.88
2025-05,南浦市,第三方平台,清洁用品,清洁工具,新客户,无促销,125,140,237,9349.65,407.82
2025-05,南浦市,第三方平台,清洁用品,清洁工具,新客户,优惠券,37,41,69,2495.04,109.53
2025-05,南浦市,第三方平台,清洁用品,清洁工具,新客户,平台大促,20,22,36,1173.96,50.03
2025-05,南浦市,第三方平台,清洁用品,清洁工具,新客户,会员优惠,22,24,40,1414.80,61.37
2025-05,南浦市,第三方平台,清洁用品,家居耗材,新客户,无促销,110,119,199,5078.48,216.05
2025-05,南浦市,第三方平台,清洁用品,家居耗材,新客户,优惠券,33,36,61,1457.29,64.72
2025-05,南浦市,第三方平台,清洁用品,家居耗材,新客户,平台大促,18,20,33,717.09,31.56
2025-05,南浦市,第三方平台,清洁用品,家居耗材,新客户,会员优惠,20,22,37,872.46,37.87
2025-05,南浦市,第三方平台,清洁用品,清洁工具,老客户,无促销,111,152,257,10138.65,442.23
2025-05,南浦市,第三方平台,清洁用品,清洁工具,老客户,优惠券,33,44,73,2639.68,115.88
2025-05,南浦市,第三方平台,清洁用品,清洁工具,老客户,平台大促,18,24,40,1304.40,55.59
2025-05,南浦市,第三方平台,清洁用品,清洁工具,老客户,会员优惠,33,44,75,2652.75,115.06
2025-05,南浦市,第三方平台,清洁用品,家居耗材,老客户,无促销,99,133,224,5716.48,243.19
2025-05,南浦市,第三方平台,清洁用品,家居耗材,老客户,优惠券,29,40,66,1576.74,70.03
2025-05,南浦市,第三方平台,清洁用品,家居耗材,老客户,平台大促,16,22,37,804.01,35.38
2025-05,南浦市,第三方平台,清洁用品,家居耗材,老客户,会员优惠,30,40,68,1603.44,69.60
2025-05,南浦市,第三方平台,小家电,厨房小电,新客户,无促销,90,100,112,25140.64,2020.75
2025-05,南浦市,第三方平台,小家电,厨房小电,新客户,优惠券,27,30,34,7110.76,580.70
2025-05,南浦市,第三方平台,小家电,厨房小电,新客户,平台大促,15,17,19,3638.88,307.43
2025-05,南浦市,第三方平台,小家电,厨房小电,新客户,会员优惠,16,18,20,4153.40,335.45
2025-05,南浦市,第三方平台,小家电,生活电器,新客户,无促销,80,89,98,17233.30,1374.71
2025-05,南浦市,第三方平台,小家电,生活电器,新客户,优惠券,24,26,29,4738.31,382.74
2025-05,南浦市,第三方平台,小家电,生活电器,新客户,平台大促,13,14,16,2351.68,195.23
2025-05,南浦市,第三方平台,小家电,生活电器,新客户,会员优惠,14,16,18,2859.66,240.65
2025-05,南浦市,第三方平台,小家电,厨房小电,老客户,无促销,81,109,120,26936.40,2165.09
2025-05,南浦市,第三方平台,小家电,厨房小电,老客户,优惠券,24,33,36,7529.04,614.86
2025-05,南浦市,第三方平台,小家电,厨房小电,老客户,平台大促,13,18,20,3830.40,323.61
2025-05,南浦市,第三方平台,小家电,厨房小电,老客户,会员优惠,24,33,36,7476.12,603.81
2025-05,南浦市,第三方平台,小家电,生活电器,老客户,无促销,72,97,110,19343.50,1543.04
2025-05,南浦市,第三方平台,小家电,生活电器,老客户,优惠券,21,28,32,5228.48,422.34
2025-05,南浦市,第三方平台,小家电,生活电器,老客户,平台大促,12,16,18,2645.64,219.63
2025-05,南浦市,第三方平台,小家电,生活电器,老客户,会员优惠,21,28,31,4924.97,414.46
2025-05,榕川市,自营App,厨房用品,烹饪器具,新客户,无促销,220,245,351,23945.22,1216.56
2025-05,榕川市,自营App,厨房用品,烹饪器具,新客户,优惠券,65,70,99,6395.40,340.13
2025-05,榕川市,自营App,厨房用品,烹饪器具,新客户,平台大促,36,39,55,3207.60,166.31
2025-05,榕川市,自营App,厨房用品,烹饪器具,新客户,会员优惠,40,44,62,3917.16,198.24
2025-05,榕川市,自营App,厨房用品,餐厨工具,新客户,无促销,195,212,300,9786.00,496.74
2025-05,榕川市,自营App,厨房用品,餐厨工具,新客户,优惠券,57,62,87,2698.74,139.78
2025-05,榕川市,自营App,厨房用品,餐厨工具,新客户,平台大促,32,35,50,1375.00,69.22
2025-05,榕川市,自营App,厨房用品,餐厨工具,新客户,会员优惠,35,38,55,1662.65,85.49
2025-05,榕川市,自营App,厨房用品,烹饪器具,老客户,无促销,203,272,382,26060.04,1324.01
2025-05,榕川市,自营App,厨房用品,烹饪器具,老客户,优惠券,60,81,115,7429.00,395.10
2025-05,榕川市,自营App,厨房用品,烹饪器具,老客户,平台大促,33,44,62,3615.84,187.48
2025-05,榕川市,自营App,厨房用品,烹饪器具,老客户,会员优惠,60,80,112,7076.16,358.12
2025-05,榕川市,自营App,厨房用品,餐厨工具,老客户,无促销,180,243,345,11253.90,571.25
2025-05,榕川市,自营App,厨房用品,餐厨工具,老客户,优惠券,53,73,104,3226.08,167.09
2025-05,榕川市,自营App,厨房用品,餐厨工具,老客户,平台大促,29,39,56,1540.00,77.53
2025-05,榕川市,自营App,厨房用品,餐厨工具,老客户,会员优惠,54,73,103,3113.69,160.11
2025-05,榕川市,自营App,收纳用品,衣物收纳,新客户,无促销,166,186,293,12323.58,769.13
2025-05,榕川市,自营App,收纳用品,衣物收纳,新客户,优惠券,49,54,83,3253.60,200.47
2025-05,榕川市,自营App,收纳用品,衣物收纳,新客户,平台大促,27,30,46,1629.78,101.93
2025-05,榕川市,自营App,收纳用品,衣物收纳,新客户,会员优惠,30,33,52,1969.76,115.96
2025-05,榕川市,自营App,收纳用品,空间整理,新客户,无促销,147,164,257,14361.16,872.63
2025-05,榕川市,自营App,收纳用品,空间整理,新客户,优惠券,44,49,75,3918.75,234.94
2025-05,榕川市,自营App,收纳用品,空间整理,新客户,平台大促,24,26,40,1867.60,117.65
2025-05,榕川市,自营App,收纳用品,空间整理,新客户,会员优惠,27,29,44,2237.40,135.94
2025-05,榕川市,自营App,收纳用品,衣物收纳,老客户,无促销,158,214,329,13837.74,863.63
2025-05,榕川市,自营App,收纳用品,衣物收纳,老客户,优惠券,46,62,95,3724.00,229.46
2025-05,榕川市,自营App,收纳用品,衣物收纳,老客户,平台大促,26,35,55,1948.65,121.88
2025-05,榕川市,自营App,收纳用品,衣物收纳,老客户,会员优惠,47,64,98,3712.24,218.53
2025-05,榕川市,自营App,收纳用品,空间整理,老客户,无促销,140,189,289,16149.32,981.29
2025-05,榕川市,自营App,收纳用品,空间整理,老客户,优惠券,41,55,86,4493.50,269.40
2025-05,榕川市,自营App,收纳用品,空间整理,老客户,平台大促,23,31,48,2241.12,141.19
2025-05,榕川市,自营App,收纳用品,空间整理,老客户,会员优惠,42,56,86,4373.10,265.71
2025-05,榕川市,自营App,清洁用品,清洁工具,新客户,无促销,201,218,366,13801.86,607.53
2025-05,榕川市,自营App,清洁用品,清洁工具,新客户,优惠券,60,65,109,3879.31,170.48
2025-05,榕川市,自营App,清洁用品,清洁工具,新客户,平台大促,33,37,62,1984.00,83.35
2025-05,榕川市,自营App,清洁用品,清洁工具,新客户,会员优惠,36,39,66,2304.72,100.81
2025-05,榕川市,自营App,清洁用品,家居耗材,新客户,无促销,178,196,330,8246.70,365.75
2025-05,榕川市,自营App,清洁用品,家居耗材,新客户,优惠券,53,58,98,2253.02,97.09
2025-05,榕川市,自营App,清洁用品,家居耗材,新客户,平台大促,29,31,52,1103.96,47.38
2025-05,榕川市,自营App,清洁用品,家居耗材,新客户,会员优惠,32,35,59,1336.94,58.50
2025-05,榕川市,自营App,清洁用品,清洁工具,老客户,无促销,182,246,410,15461.10,680.57
2025-05,榕川市,自营App,清洁用品,清洁工具,老客户,优惠券,54,74,126,4484.34,197.07
